X,Y,Z,pos
-57,-80,-218,supine
-58,-79,-211,supine
-60,-78,-219,supine
-58,-84,-220,supine
-51,-87,-238,supine
-67,-76,-220,supine
-64,-59,-222,supine
-51,-51,-221,supine
-49,-49,-230,supine
-51,-53,-231,supine
-49,-60,-232,supine
-51,-55,-235,supine
-53,-63,-228,supine
-49,-65,-227,supine
-36,-67,-221,supine
-33,-62,-225,supine
-38,-54,-226,supine
-46,-56,-235,supine
-41,-59,-238,supine
-47,-68,-229,supine
-39,-72,-235,supine
-26,-83,-243,supine
-31,-78,-230,supine
-42,-67,-222,supine
-40,-61,-219,supine
-41,-60,-236,supine
-45,-62,-228,supine
-45,-68,-223,supine
-55,-75,-225,supine
-61,-68,-221,supine
-47,-66,-226,supine
-45,-75,-228,supine
-48,-64,-218,supine
-46,-68,-243,supine
-48,-66,-231,supine
-45,-63,-225,supine
-39,-61,-216,supine
-38,-61,-237,supine
-39,-60,-241,supine
-36,-62,-233,supine
-42,-59,-227,supine
-48,-61,-240,supine
-50,-67,-223,supine
-43,-67,-217,supine
-43,-62,-223,supine
-41,-62,-234,supine
-41,-55,-233,supine
-45,-55,-231,supine
-43,-55,-242,supine
-50,-55,-237,supine
-55,-60,-229,supine
-53,-62,-227,supine
-45,-62,-232,supine
-52,-57,-241,supine
-54,-60,-231,supine
-48,-61,-241,supine
-49,-55,-221,supine
-43,-49,-238,supine
-39,-49,-234,supine
-47,-48,-236,supine
-34,-50,-230,supine
-36,-57,-237,supine
-41,-58,-237,supine
-43,-52,-239,supine
-37,-57,-232,supine
-36,-46,-234,supine
-46,-44,-245,supine
-51,-41,-234,supine
-41,-38,-241,supine
-39,-45,-238,supine
-44,-50,-223,supine
-38,-56,-216,supine
-41,-55,-237,supine
-39,-49,-238,supine
-45,-49,-225,supine
-43,-51,-231,supine
-40,-54,-232,supine
-38,-53,-242,supine
-33,-50,-243,supine
-24,-49,-240,supine
-30,-46,-217,supine
-29,-40,-231,supine
-30,-44,-230,supine
-33,-48,-241,supine
-29,-46,-244,supine
-37,-51,-228,supine
-40,-52,-223,supine
-31,-55,-233,supine
-32,-51,-239,supine
-28,-53,-229,supine
-34,-48,-239,supine
-36,-49,-237,supine
-27,-48,-243,supine
-34,-47,-233,supine
-41,-48,-224,supine
-33,-45,-241,supine
-39,-51,-229,supine
-35,-52,-228,supine
-28,-50,-234,supine
-26,-52,-227,supine
-28,-53,-233,supine
-29,-53,-234,supine
-25,-57,-233,supine
-30,-53,-237,supine
-31,-60,-215,supine
-28,-57,-226,supine
-33,-56,-222,supine
-32,-58,-240,supine
-26,-57,-235,supine
-24,-53,-233,supine
-29,-51,-234,supine
-26,-54,-234,supine
-21,-56,-245,supine
-29,-57,-231,supine
-29,-52,-238,supine
-30,-52,-245,supine
-29,-56,-224,supine
-27,-57,-235,supine
-33,-54,-231,supine
-23,-56,-234,supine
-19,-53,-246,supine
-33,-53,-229,supine
-30,-55,-246,supine
-28,-59,-233,supine
-25,-55,-244,supine
-22,-57,-243,supine
-31,-58,-228,supine
-25,-58,-248,supine
-30,-55,-231,supine
-25,-56,-229,supine
-26,-56,-240,supine
-28,-57,-236,supine
-24,-59,-230,supine
-20,-54,-238,supine
-14,-50,-238,supine
-18,-48,-244,supine
-28,-48,-234,supine
-26,-46,-239,supine
-19,-53,-232,supine
-23,-53,-244,supine
-23,-59,-242,supine
-28,-62,-245,supine
-32,-63,-232,supine
-29,-64,-235,supine
-29,-58,-240,supine
-20,-60,-243,supine
-28,-59,-220,supine
-27,-58,-239,supine
-25,-59,-234,supine
-21,-57,-237,supine
-23,-61,-226,supine
-24,-53,-241,supine
-29,-54,-231,supine
-27,-50,-243,supine
-32,-49,-228,supine
-24,-44,-228,supine
-28,-47,-236,supine
-25,-50,-232,supine
-29,-48,-226,supine
-23,-50,-222,supine
-20,-53,-245,supine
-23,-52,-241,supine
-37,-50,-234,supine
-28,-52,-242,supine
-28,-50,-241,supine
-22,-49,-247,supine
-26,-47,-235,supine
-25,-47,-236,supine
-22,-46,-238,supine
