X,Y,Z,pos
-170,130,-64,lateral R
-179,118,-67,lateral R
-175,118,-94,lateral R
-169,123,-104,lateral R
-148,132,-83,lateral R
-155,146,-76,lateral R
-167,148,-66,lateral R
-172,134,-72,lateral R
-173,122,-89,lateral R
-176,122,-88,lateral R
-169,130,-85,lateral R
-163,130,-82,lateral R
-163,130,-77,lateral R
-159,131,-73,lateral R
-168,128,-79,lateral R
-175,124,-93,lateral R
-169,128,-87,lateral R
-170,128,-76,lateral R
-172,121,-88,lateral R
-167,123,-76,lateral R
-164,129,-77,lateral R
-163,129,-94,lateral R
-160,128,-87,lateral R
-166,130,-100,lateral R
-162,127,-101,lateral R
-158,136,-80,lateral R
-164,134,-85,lateral R
-164,133,-74,lateral R
-175,132,-87,lateral R
-169,130,-61,lateral R
-172,128,-80,lateral R
-179,125,-88,lateral R
-169,129,-92,lateral R
-170,126,-86,lateral R
-168,128,-91,lateral R
-168,126,-88,lateral R
-169,125,-88,lateral R
-166,130,-84,lateral R
-165,130,-88,lateral R
-171,124,-86,lateral R
-169,129,-85,lateral R
-167,126,-89,lateral R
-162,128,-85,lateral R
-162,129,-85,lateral R
-167,127,-96,lateral R
-173,123,-97,lateral R
-160,125,-93,lateral R
-161,128,-95,lateral R
-165,132,-89,lateral R
-166,131,-68,lateral R
-169,129,-79,lateral R
-169,139,-57,lateral R
-173,131,-84,lateral R
-175,122,-109,lateral R
-163,118,-104,lateral R
-156,124,-99,lateral R
-154,131,-84,lateral R
-153,138,-86,lateral R
-163,129,-81,lateral R
-162,120,-100,lateral R
-167,120,-93,lateral R
-169,123,-96,lateral R
-158,122,-92,lateral R
-155,124,-98,lateral R
-168,125,-84,lateral R
-168,127,-87,lateral R
-174,130,-91,lateral R
-165,135,-93,lateral R
-153,130,-100,lateral R
-152,133,-103,lateral R
-157,129,-104,lateral R
-155,125,-102,lateral R
-153,116,-99,lateral R
-147,112,-97,lateral R
-149,113,-98,lateral R
-164,139,-99,lateral R
-157,140,-104,lateral R
-154,131,-94,lateral R
-151,127,-81,lateral R
-157,103,-99,lateral R
-160,120,-120,lateral R
