X,Y,Z,pos
29,1,-240,supine
29,2,-230,supine
36,1,-233,supine
30,2,-234,supine
28,1,-240,supine
34,2,-226,supine
32,2,-236,supine
29,2,-236,supine
29,2,-231,supine
35,1,-232,supine
38,3,-226,supine
31,3,-243,supine
29,0,-244,supine
34,4,-232,supine
30,2,-237,supine
29,1,-241,supine
30,1,-237,supine
31,1,-232,supine
24,1,-240,supine
32,6,-244,supine
27,2,-237,supine
34,4,-229,supine
32,3,-233,supine
29,0,-242,supine
26,-1,-236,supine
28,4,-235,supine
28,-1,-245,supine
32,4,-239,supine
38,-1,-229,supine
32,0,-247,supine
35,1,-239,supine
33,2,-231,supine
26,5,-231,supine
28,1,-246,supine
34,3,-228,supine
32,3,-235,supine
33,3,-227,supine
34,3,-243,supine
29,3,-240,supine
30,1,-244,supine
30,3,-230,supine
31,4,-230,supine
34,2,-228,supine
29,1,-247,supine
29,2,-242,supine
31,3,-230,supine
35,4,-234,supine
32,5,-233,supine
32,3,-246,supine
37,2,-236,supine
29,5,-230,supine
27,3,-240,supine
29,3,-234,supine
31,3,-231,supine
31,5,-237,supine
28,3,-239,supine
34,1,-235,supine
33,1,-241,supine
28,2,-242,supine
29,3,-249,supine
25,2,-245,supine
33,0,-230,supine
23,2,-247,supine
29,0,-244,supine
28,8,-235,supine
29,5,-246,supine
35,5,-233,supine
34,3,-235,supine
28,4,-231,supine
31,1,-240,supine
29,3,-240,supine
34,4,-225,supine
36,1,-235,supine
34,5,-240,supine
34,3,-235,supine
35,3,-237,supine
34,5,-238,supine
38,2,-227,supine
28,2,-232,supine
34,4,-233,supine
33,2,-239,supine
27,4,-237,supine
33,5,-239,supine
35,4,-232,supine
30,2,-246,supine
32,4,-236,supine
35,7,-230,supine
35,7,-233,supine
33,7,-223,supine
30,3,-242,supine
31,4,-244,supine
33,0,-249,supine
29,-2,-218,supine
26,-1,-240,supine
25,-3,-227,supine
36,-4,-228,supine
26,6,-233,supine
27,14,-233,supine
38,26,-236,supine
35,15,-247,supine
37,11,-227,supine
30,3,-239,supine
30,5,-241,supine
32,9,-247,supine
33,11,-232,supine
34,7,-220,supine
26,-2,-232,supine
33,1,-243,supine
34,9,-237,supine
35,16,-237,supine
29,14,-236,supine
36,22,-239,supine
31,14,-238,supine
34,1,-240,supine
28,0,-224,supine
28,0,-237,supine
32,14,-231,supine
31,14,-241,supine
38,15,-253,supine
32,17,-235,supine
34,16,-233,supine
29,6,-248,supine
29,3,-237,supine
25,10,-239,supine
24,14,-226,supine
24,11,-229,supine
31,20,-234,supine
34,15,-232,supine
33,8,-241,supine
36,12,-226,supine
27,9,-242,supine
32,11,-235,supine
29,7,-241,supine
36,10,-228,supine
35,8,-230,supine
26,1,-237,supine
22,0,-231,supine
28,5,-237,supine
34,10,-230,supine
27,6,-249,supine
34,1,-218,supine
36,2,-230,supine
30,6,-237,supine
29,5,-248,supine
26,3,-246,supine
32,3,-236,supine
32,15,-245,supine
34,11,-230,supine
36,8,-244,supine
30,4,-245,supine
36,6,-231,supine
31,11,-243,supine
33,12,-243,supine
37,13,-249,supine
31,8,-234,supine
24,0,-230,supine
25,1,-237,supine
25,-1,-220,supine
