X,Y,Z,pos
43,-57,-240,supine
44,-57,-238,supine
48,-60,-240,supine
49,-60,-244,supine
43,-61,-222,supine
51,-61,-234,supine
51,-63,-233,supine
46,-60,-230,supine
45,-62,-228,supine
49,-64,-224,supine
47,-66,-227,supine
51,-62,-230,supine
52,-60,-219,supine
53,-64,-225,supine
51,-63,-226,supine
54,-64,-222,supine
58,-67,-234,supine
52,-62,-241,supine
49,-61,-227,supine
52,-63,-233,supine
51,-64,-235,supine
53,-63,-232,supine
51,-61,-230,supine
45,-64,-233,supine
48,-64,-236,supine
47,-65,-232,supine
50,-63,-234,supine
40,-63,-233,supine
46,-62,-235,supine
47,-63,-231,supine
44,-61,-224,supine
49,-65,-231,supine
49,-61,-217,supine
48,-62,-231,supine
45,-64,-225,supine
51,-66,-238,supine
52,-66,-239,supine
48,-64,-234,supine
47,-62,-237,supine
44,-68,-235,supine
40,-69,-226,supine
44,-64,-235,supine
46,-63,-228,supine
47,-66,-228,supine
43,-61,-232,supine
45,-62,-230,supine
50,-60,-227,supine
48,-63,-224,supine
49,-62,-237,supine
43,-64,-230,supine
40,-66,-228,supine
40,-66,-230,supine
38,-66,-223,supine
41,-69,-231,supine
46,-70,-223,supine
49,-67,-229,supine
43,-64,-233,supine
44,-66,-233,supine
47,-64,-225,supine
40,-63,-230,supine
45,-70,-226,supine
40,-67,-228,supine
41,-71,-222,supine
41,-67,-227,supine
45,-70,-235,supine
48,-73,-231,supine
46,-69,-232,supine
41,-65,-232,supine
40,-67,-237,supine
37,-68,-221,supine
41,-66,-236,supine
41,-68,-228,supine
38,-69,-231,supine
43,-71,-246,supine
39,-70,-228,supine
35,-69,-225,supine
40,-71,-236,supine
42,-67,-232,supine
41,-70,-227,supine
38,-69,-235,supine
34,-66,-227,supine
37,-71,-228,supine
41,-68,-230,supine
46,-69,-236,supine
37,-67,-226,supine
41,-70,-226,supine
40,-71,-222,supine
34,-72,-232,supine
30,-73,-222,supine
44,-76,-225,supine
41,-74,-218,supine
39,-70,-233,supine
41,-72,-224,supine
41,-70,-221,supine
39,-71,-222,supine
38,-73,-228,supine
41,-76,-227,supine
34,-75,-217,supine
41,-77,-227,supine
39,-75,-215,supine
38,-76,-213,supine
35,-77,-223,supine
40,-76,-222,supine
36,-78,-231,supine
34,-73,-235,supine
35,-73,-237,supine
44,-70,-226,supine
45,-68,-229,supine
37,-70,-216,supine
40,-70,-231,supine
40,-74,-224,supine
38,-73,-223,supine
36,-70,-221,supine
36,-71,-233,supine
39,-68,-232,supine
39,-69,-234,supine
36,-71,-224,supine
34,-70,-225,supine
34,-72,-223,supine
40,-72,-227,supine
38,-71,-230,supine
39,-77,-222,supine
37,-71,-222,supine
35,-72,-227,supine
35,-73,-226,supine
33,-70,-228,supine
34,-73,-224,supine
39,-70,-223,supine
38,-70,-226,supine
36,-70,-221,supine
33,-66,-231,supine
36,-71,-223,supine
40,-73,-217,supine
35,-71,-225,supine
36,-73,-232,supine
39,-67,-232,supine
40,-64,-230,supine
41,-64,-236,supine
39,-66,-232,supine
43,-68,-233,supine
45,-70,-237,supine
39,-69,-231,supine
37,-71,-235,supine
41,-71,-238,supine
38,-69,-234,supine
37,-67,-229,supine
43,-64,-235,supine
37,-66,-242,supine
35,-66,-229,supine
37,-64,-232,supine
40,-65,-243,supine
44,-66,-235,supine
38,-67,-229,supine
38,-69,-229,supine
35,-67,-233,supine
39,-66,-224,supine
41,-66,-222,supine
38,-65,-224,supine
48,-64,-235,supine
46,-67,-233,supine
39,-63,-235,supine
40,-64,-243,supine
39,-63,-237,supine
41,-67,-234,supine
48,-67,-234,supine
47,-67,-235,supine
46,-66,-236,supine
40,-65,-231,supine
43,-64,-232,supine
39,-63,-229,supine
35,-66,-232,supine
37,-65,-226,supine
37,-63,-232,supine
43,-67,-229,supine
46,-68,-243,supine
42,-64,-232,supine
39,-67,-222,supine
43,-67,-222,supine
39,-66,-225,supine
41,-65,-226,supine
41,-64,-231,supine
44,-66,-225,supine
41,-66,-225,supine
45,-68,-230,supine
48,-71,-230,supine
43,-65,-228,supine
39,-66,-228,supine
41,-63,-235,supine
41,-64,-227,supine
40,-62,-232,supine
43,-65,-221,supine
42,-65,-236,supine
43,-70,-229,supine
40,-67,-223,supine
47,-69,-234,supine
43,-68,-228,supine
40,-64,-231,supine
47,-63,-229,supine
38,-67,-226,supine
43,-68,-219,supine
43,-67,-218,supine
49,-67,-228,supine
49,-67,-237,supine
51,-67,-223,supine
48,-63,-224,supine
52,-63,-236,supine
45,-61,-228,supine
45,-63,-231,supine
45,-61,-235,supine
48,-60,-240,supine
49,-62,-243,supine
46,-65,-227,supine
44,-61,-228,supine
44,-64,-231,supine
47,-67,-240,supine
46,-64,-227,supine
41,-63,-231,supine
41,-65,-232,supine
39,-68,-231,supine
50,-69,-227,supine
51,-68,-232,supine
49,-63,-229,supine
43,-66,-226,supine
44,-66,-226,supine
51,-65,-218,supine
40,-64,-222,supine
46,-64,-230,supine
53,-62,-228,supine
54,-62,-245,supine
49,-63,-234,supine
58,-61,-232,supine
57,-63,-232,supine
45,-65,-230,supine
53,-68,-231,supine
50,-66,-233,supine
59,-66,-235,supine
59,-61,-230,supine
54,-63,-235,supine
44,-61,-222,supine
42,-62,-221,supine
44,-65,-237,supine
46,-67,-238,supine
49,-61,-232,supine
45,-65,-233,supine
38,-65,-237,supine
43,-68,-236,supine
40,-64,-241,supine
40,-66,-233,supine
47,-61,-238,supine
44,-64,-233,supine
47,-62,-237,supine
47,-62,-233,supine
44,-63,-234,supine
43,-65,-230,supine
44,-64,-234,supine
43,-64,-231,supine
36,-60,-236,supine
40,-60,-235,supine
42,-60,-230,supine
40,-55,-239,supine
46,-48,-232,supine
45,-54,-230,supine
42,-63,-221,supine
45,-66,-234,supine
49,-68,-231,supine
45,-75,-228,supine
47,-73,-236,supine
43,-78,-227,supine
37,-73,-221,supine
39,-70,-217,supine
39,-68,-236,supine
34,-65,-231,supine
33,-63,-223,supine
34,-66,-229,supine
30,-70,-227,supine
34,-70,-234,supine
35,-68,-230,supine
36,-67,-234,supine
29,-66,-227,supine
41,-69,-236,supine
36,-73,-228,supine
33,-74,-223,supine
41,-75,-229,supine
31,-74,-228,supine
33,-75,-226,supine
30,-73,-228,supine
28,-75,-223,supine
25,-74,-226,supine
27,-77,-222,supine
34,-75,-233,supine
41,-76,-227,supine
43,-76,-235,supine
40,-75,-227,supine
35,-76,-227,supine
33,-75,-227,supine
33,-76,-226,supine
32,-77,-235,supine
30,-80,-228,supine
25,-81,-221,supine
31,-80,-233,supine
34,-81,-221,supine
29,-79,-225,supine
30,-81,-229,supine
34,-82,-228,supine
29,-78,-231,supine
30,-81,-219,supine
38,-84,-219,supine
33,-80,-222,supine
30,-81,-228,supine
28,-79,-220,supine
33,-85,-224,supine
31,-84,-227,supine
32,-83,-224,supine
32,-85,-223,supine
35,-86,-235,supine
34,-81,-229,supine
33,-83,-226,supine
36,-85,-222,supine
37,-88,-225,supine
35,-86,-218,supine
27,-84,-227,supine
31,-87,-227,supine
29,-83,-227,supine
38,-84,-235,supine
32,-84,-224,supine
31,-85,-223,supine
35,-89,-226,supine
36,-88,-230,supine
33,-90,-227,supine
38,-89,-222,supine
34,-87,-233,supine
34,-88,-220,supine
41,-86,-221,supine
33,-88,-223,supine
34,-89,-223,supine
34,-87,-224,supine
30,-91,-225,supine
25,-89,-223,supine
35,-95,-227,supine
32,-94,-227,supine
25,-94,-220,supine
28,-94,-219,supine
25,-94,-223,supine
28,-90,-228,supine
26,-92,-224,supine
26,-91,-216,supine
26,-90,-224,supine
26,-87,-214,supine
29,-92,-215,supine
27,-95,-219,supine
32,-96,-220,supine
34,-96,-218,supine
33,-96,-227,supine
33,-99,-219,supine
37,-98,-226,supine
29,-98,-213,supine
35,-100,-226,supine
30,-97,-222,supine
23,-93,-220,supine
18,-92,-219,supine
23,-92,-226,supine
29,-92,-228,supine
29,-93,-224,supine
27,-93,-216,supine
30,-93,-222,supine
36,-96,-217,supine
41,-98,-231,supine
39,-104,-220,supine
47,-105,-227,supine
44,-107,-226,supine
44,-109,-212,supine
35,-105,-218,supine
35,-104,-223,supine
24,-103,-213,supine
21,-96,-220,supine
26,-100,-227,supine
21,-96,-223,supine
22,-97,-216,supine
24,-96,-231,supine
21,-93,-219,supine
21,-89,-225,supine
28,-92,-231,supine
27,-98,-212,supine
24,-97,-213,supine
35,-94,-225,supine
34,-93,-221,supine
35,-96,-209,supine
31,-91,-213,supine
28,-93,-222,supine
32,-90,-228,supine
22,-94,-229,supine
30,-92,-235,supine
39,-94,-228,supine
36,-98,-224,supine
33,-101,-231,supine
29,-96,-226,supine
20,-90,-217,supine
26,-91,-221,supine
24,-92,-232,supine
29,-90,-219,supine
24,-94,-216,supine
25,-95,-214,supine
24,-102,-220,supine
31,-100,-220,supine
27,-96,-217,supine
25,-90,-228,supine
24,-93,-229,supine
24,-96,-226,supine
31,-87,-230,supine
12,-85,-221,supine
18,-84,-212,supine
30,-86,-236,supine
30,-83,-224,supine
29,-85,-232,supine
28,-80,-228,supine
32,-83,-225,supine
32,-82,-231,supine
27,-87,-223,supine
24,-82,-224,supine
27,-79,-240,supine
36,-81,-240,supine
35,-85,-226,supine
34,-86,-231,supine
32,-86,-225,supine
35,-84,-229,supine
30,-76,-222,supine
24,-77,-224,supine
33,-76,-229,supine
36,-83,-220,supine
29,-80,-224,supine
33,-81,-212,supine
32,-75,-224,supine
34,-68,-231,supine
29,-69,-235,supine
26,-70,-230,supine
33,-74,-228,supine
32,-83,-222,supine
27,-77,-226,supine
28,-79,-226,supine
34,-85,-218,supine
32,-75,-225,supine
25,-65,-222,supine
28,-61,-239,supine
31,-69,-241,supine
36,-72,-228,supine
22,-74,-227,supine
34,-76,-227,supine
33,-85,-225,supine
39,-74,-233,supine
38,-75,-237,supine
37,-71,-230,supine
36,-74,-231,supine
34,-73,-216,supine
32,-75,-216,supine
30,-78,-226,supine
30,-75,-231,supine
28,-78,-211,supine
28,-79,-242,supine
32,-76,-227,supine
36,-75,-228,supine
38,-68,-224,supine
31,-74,-224,supine
28,-69,-230,supine
33,-72,-222,supine
34,-72,-219,supine
32,-77,-220,supine
33,-76,-229,supine
36,-75,-240,supine
38,-76,-239,supine
46,-74,-232,supine
32,-71,-227,supine
36,-71,-231,supine
32,-70,-227,supine
36,-67,-233,supine
36,-66,-224,supine
38,-75,-236,supine
34,-71,-232,supine
35,-72,-223,supine
