X,Y,Z,pos
9,170,173,prone
9,177,168,prone
10,174,178,prone
10,170,179,prone
16,170,172,prone
17,174,169,prone
14,175,176,prone
13,177,173,prone
10,174,164,prone
7,174,172,prone
11,175,180,prone
6,171,170,prone
10,173,171,prone
8,170,173,prone
16,171,178,prone
14,171,175,prone
16,170,171,prone
18,171,173,prone
12,174,171,prone
14,175,174,prone
14,172,173,prone
12,169,169,prone
10,171,170,prone
10,172,172,prone
17,170,179,prone
14,172,172,prone
13,171,173,prone
10,176,162,prone
12,176,172,prone
10,172,176,prone
7,169,172,prone
15,172,171,prone
5,172,174,prone
6,175,178,prone
7,175,172,prone
7,176,178,prone
11,177,172,prone
8,174,170,prone
7,173,177,prone
4,174,166,prone
6,173,174,prone
6,173,175,prone
5,174,181,prone
17,175,171,prone
14,174,169,prone
10,174,170,prone
9,170,180,prone
15,172,169,prone
16,171,179,prone
7,175,166,prone
8,174,164,prone
13,174,171,prone
14,174,163,prone
17,173,167,prone
13,173,163,prone
12,175,167,prone
12,175,169,prone
15,173,188,prone
12,174,173,prone
7,174,169,prone
9,174,171,prone
5,169,171,prone
11,171,171,prone
17,176,171,prone
13,174,154,prone
10,171,162,prone
12,170,178,prone
12,176,170,prone
10,175,181,prone
11,175,189,prone
12,173,175,prone
13,174,179,prone
11,173,172,prone
10,179,186,prone
10,180,159,prone
3,171,164,prone
2,169,167,prone
10,167,153,prone
13,165,158,prone
16,170,185,prone
19,171,164,prone
21,172,162,prone
23,175,157,prone
19,178,170,prone
18,173,178,prone
24,177,182,prone
27,179,167,prone
28,185,180,prone
10,183,174,prone
9,177,173,prone
15,173,165,prone
18,170,169,prone
19,169,160,prone
11,170,163,prone
7,165,169,prone
14,170,179,prone
3,174,172,prone
13,179,169,prone
6,182,179,prone
2,175,172,prone
6,178,166,prone
12,189,158,prone
21,181,157,prone
17,181,164,prone
25,176,165,prone
17,171,174,prone
26,178,179,prone
29,178,161,prone
13,177,167,prone
15,178,167,prone
17,174,168,prone
18,174,165,prone
18,168,189,prone
13,166,174,prone
24,169,178,prone
26,171,173,prone
30,174,172,prone
23,173,176,prone
24,180,176,prone
33,176,166,prone
20,175,177,prone
15,179,167,prone
12,175,161,prone
14,171,152,prone
8,170,162,prone
16,175,177,prone
18,174,169,prone
20,177,175,prone
18,175,157,prone
17,179,168,prone
10,182,165,prone
11,182,171,prone
19,174,166,prone
7,176,170,prone
13,176,179,prone
17,175,174,prone
14,177,177,prone
16,178,155,prone
15,178,169,prone
20,174,170,prone
17,175,162,prone
19,173,177,prone
15,173,167,prone
6,172,181,prone
19,177,168,prone
8,175,173,prone
9,180,172,prone
17,174,160,prone
14,176,166,prone
16,176,170,prone
13,179,172,prone
11,176,163,prone
8,177,164,prone
18,175,156,prone
11,180,175,prone
11,179,171,prone
17,177,166,prone
11,171,171,prone
11,172,168,prone
13,177,174,prone
17,171,170,prone
20,172,166,prone
12,173,176,prone
12,174,164,prone
3,176,180,prone
8,174,170,prone
3,170,164,prone
0,170,163,prone
4,170,185,prone
8,172,167,prone
7,176,170,prone
12,172,176,prone
10,168,165,prone
12,171,167,prone
10,172,169,prone
11,168,175,prone
15,170,171,prone
11,176,177,prone
6,171,174,prone
8,170,164,prone
9,163,173,prone
6,167,184,prone
9,167,182,prone
2,167,181,prone
10,165,180,prone
10,165,179,prone
6,164,177,prone
5,167,198,prone
7,164,180,prone
7,161,178,prone
3,161,178,prone
3,165,192,prone
3,158,186,prone
4,159,185,prone
2,161,185,prone
3,160,190,prone
2,159,194,prone
-2,158,186,prone
5,160,193,prone
1,159,189,prone
9,157,188,prone
5,155,189,prone
3,152,192,prone
11,155,183,prone
6,154,189,prone
6,156,185,prone
3,157,189,prone
3,151,189,prone
8,155,183,prone
5,151,191,prone
10,152,193,prone
3,149,195,prone
-2,155,201,prone
0,152,191,prone
2,150,192,prone
9,149,187,prone
6,153,192,prone
6,153,181,prone
6,149,192,prone
3,146,188,prone
-1,146,193,prone
4,146,189,prone
2,147,182,prone
3,146,188,prone
5,147,196,prone
7,151,191,prone
6,148,196,prone
9,146,191,prone
7,146,202,prone
9,150,192,prone
3,152,198,prone
8,150,193,prone
3,148,193,prone
2,148,200,prone
3,151,198,prone
3,150,201,prone
6,150,199,prone
2,148,199,prone
-1,153,189,prone
0,154,183,prone
8,153,191,prone
6,154,186,prone
5,153,173,prone
5,153,183,prone
6,150,189,prone
8,146,190,prone
10,151,185,prone
9,151,189,prone
5,152,182,prone
4,148,197,prone
6,149,193,prone
12,151,189,prone
9,155,187,prone
4,153,185,prone
10,153,175,prone
9,158,185,prone
6,152,188,prone
5,156,190,prone
5,155,185,prone
6,154,185,prone
11,155,180,prone
6,156,185,prone
9,157,179,prone
9,154,185,prone
4,158,192,prone
8,156,188,prone
6,156,188,prone
2,157,193,prone
3,156,189,prone
4,155,201,prone
7,154,191,prone
5,159,180,prone
7,161,191,prone
5,157,196,prone
11,156,185,prone
9,157,179,prone
7,158,182,prone
1,157,193,prone
6,157,194,prone
9,158,178,prone
12,156,187,prone
12,155,186,prone
13,161,187,prone
11,159,190,prone
8,160,190,prone
13,158,174,prone
8,159,187,prone
9,160,178,prone
0,161,187,prone
3,161,191,prone
9,157,198,prone
7,159,187,prone
6,161,187,prone
1,160,179,prone
6,163,186,prone
5,159,188,prone
10,159,182,prone
15,157,181,prone
6,160,184,prone
5,158,197,prone
11,161,179,prone
8,159,183,prone
10,160,179,prone
8,159,182,prone
14,156,184,prone
11,157,187,prone
7,161,190,prone
6,161,194,prone
8,159,192,prone
8,158,193,prone
8,157,182,prone
9,161,193,prone
13,164,186,prone
12,164,184,prone
10,158,187,prone
11,159,174,prone
7,160,184,prone
8,162,188,prone
7,159,180,prone
6,160,177,prone
8,159,188,prone
4,160,186,prone
3,161,192,prone
5,165,192,prone
2,160,190,prone
8,162,185,prone
11,164,179,prone
5,163,186,prone
5,165,179,prone
8,164,175,prone
12,160,170,prone
9,160,165,prone
5,164,168,prone
8,162,165,prone
7,166,189,prone
3,161,188,prone
3,166,184,prone
9,165,184,prone
8,161,192,prone
6,159,179,prone
5,162,184,prone
5,159,189,prone
3,165,178,prone
3,162,181,prone
3,161,177,prone
3,163,195,prone
1,163,190,prone
3,162,182,prone
2,164,191,prone
7,161,175,prone
5,163,182,prone
7,163,192,prone
4,154,189,prone
2,156,193,prone
6,157,191,prone
11,159,188,prone
5,155,187,prone
3,157,194,prone
4,160,187,prone
4,159,189,prone
5,157,183,prone
4,154,197,prone
-1,157,190,prone
7,153,187,prone
8,154,177,prone
9,153,182,prone
7,156,198,prone
4,156,182,prone
3,160,192,prone
7,155,190,prone
5,156,194,prone
9,154,179,prone
6,157,190,prone
3,154,186,prone
6,154,197,prone
7,151,184,prone
12,150,192,prone
9,153,192,prone
6,156,197,prone
10,154,187,prone
10,153,181,prone
3,156,190,prone
7,154,185,prone
11,151,196,prone
16,152,187,prone
14,152,184,prone
9,156,188,prone
10,154,182,prone
12,150,197,prone
9,151,184,prone
11,151,182,prone
10,151,186,prone
14,148,186,prone
10,151,193,prone
8,151,182,prone
2,151,186,prone
10,151,186,prone
13,150,186,prone
8,150,200,prone
6,152,196,prone
9,153,194,prone
8,150,192,prone
6,150,199,prone
13,148,185,prone
13,151,190,prone
8,153,186,prone
6,156,186,prone
7,151,196,prone
7,154,180,prone
7,153,186,prone
6,155,178,prone
6,154,195,prone
7,153,191,prone
6,152,195,prone
11,151,194,prone
9,151,185,prone
8,151,193,prone
5,151,194,prone
4,152,196,prone
3,154,185,prone
6,156,193,prone
9,155,183,prone
6,153,193,prone
10,156,182,prone
10,154,184,prone
9,157,183,prone
8,155,192,prone
8,155,188,prone
8,153,193,prone
16,152,183,prone
7,155,190,prone
6,155,191,prone
9,153,188,prone
8,153,193,prone
4,155,203,prone
12,152,194,prone
10,149,188,prone
15,155,184,prone
11,159,175,prone
6,156,188,prone
11,155,188,prone
6,150,199,prone
7,156,188,prone
3,158,190,prone
9,156,194,prone
8,154,191,prone
3,153,189,prone
12,152,194,prone
14,148,192,prone
16,153,176,prone
14,153,181,prone
17,153,184,prone
16,151,180,prone
14,155,184,prone
13,154,185,prone
14,157,184,prone
14,156,182,prone
13,154,189,prone
15,153,191,prone
8,153,183,prone
8,156,192,prone
11,156,187,prone
10,154,189,prone
13,153,190,prone
10,152,194,prone
15,151,181,prone
9,153,188,prone
13,154,188,prone
6,155,191,prone
8,156,186,prone
11,159,178,prone
10,157,184,prone
11,157,189,prone
10,155,199,prone
3,156,187,prone
8,153,183,prone
6,153,197,prone
9,156,186,prone
10,157,181,prone
11,157,176,prone
18,154,172,prone
14,152,177,prone
4,156,185,prone
10,155,179,prone
11,156,188,prone
10,159,191,prone
13,156,188,prone
6,157,196,prone
11,156,189,prone
12,156,191,prone
12,157,188,prone
10,157,193,prone
6,159,203,prone
11,157,196,prone
14,163,186,prone
13,160,189,prone
13,157,184,prone
4,155,187,prone
5,153,187,prone
4,158,180,prone
8,155,193,prone
8,155,174,prone
13,156,182,prone
12,158,184,prone
11,158,181,prone
9,158,189,prone
7,161,191,prone
9,159,178,prone
7,155,186,prone
7,158,193,prone
6,156,188,prone
12,157,189,prone
5,158,187,prone
5,159,186,prone
8,157,192,prone
16,155,186,prone
11,155,187,prone
7,154,194,prone
5,155,188,prone
11,152,186,prone
13,150,192,prone
12,156,193,prone
14,158,187,prone
10,155,189,prone
7,152,186,prone
14,154,185,prone
12,153,190,prone
10,155,188,prone
5,155,187,prone
10,155,194,prone
10,152,190,prone
11,152,190,prone
3,155,188,prone
2,158,185,prone
7,152,177,prone
4,154,191,prone
6,158,189,prone
10,156,185,prone
8,158,196,prone
7,155,191,prone
7,155,184,prone
5,153,193,prone
2,157,191,prone
5,155,192,prone
4,154,187,prone
9,156,185,prone
8,155,179,prone
8,154,189,prone
8,152,195,prone
5,154,194,prone
12,154,186,prone
10,151,195,prone
2,155,190,prone
5,154,189,prone
6,155,207,prone
4,157,194,prone
7,153,189,prone
8,153,191,prone
11,153,190,prone
7,155,192,prone
7,151,191,prone
4,155,183,prone
3,156,196,prone
4,158,187,prone
4,155,186,prone
8,154,198,prone
