X,Y,Z,pos
251,56,-26,lateral L
245,61,-39,lateral L
244,59,-31,lateral L
244,59,-37,lateral L
238,58,-37,lateral L
247,56,-45,lateral L
247,55,-37,lateral L
245,58,-20,lateral L
247,56,-45,lateral L
250,54,-39,lateral L
246,53,-30,lateral L
245,52,-41,lateral L
237,49,-31,lateral L
245,43,-35,lateral L
241,44,-38,lateral L
248,35,-52,lateral L
239,59,-65,lateral L
250,47,-43,lateral L
244,56,-49,lateral L
259,57,-42,lateral L
248,57,-38,lateral L
248,57,-41,lateral L
248,50,-51,lateral L
243,47,-47,lateral L
247,41,-48,lateral L
242,43,-61,lateral L
238,45,-56,lateral L
240,40,-48,lateral L
247,40,-40,lateral L
250,41,-35,lateral L
243,42,-48,lateral L
248,43,-52,lateral L
247,41,-37,lateral L
246,43,-42,lateral L
256,37,-38,lateral L
250,39,-41,lateral L
249,37,-52,lateral L
248,37,-47,lateral L
244,37,-37,lateral L
246,38,-33,lateral L
243,41,-27,lateral L
249,53,-40,lateral L
249,52,-26,lateral L
251,53,-29,lateral L
244,54,-31,lateral L
242,49,-44,lateral L
245,50,-44,lateral L
251,47,-37,lateral L
244,50,-27,lateral L
249,46,-29,lateral L
247,47,-26,lateral L
245,51,-25,lateral L
245,48,-28,lateral L
251,48,-35,lateral L
252,47,-24,lateral L
246,47,-28,lateral L
254,46,-35,lateral L
255,46,-38,lateral L
249,45,-35,lateral L
247,41,-35,lateral L
250,39,-40,lateral L
251,38,-37,lateral L
250,44,-39,lateral L
249,39,-43,lateral L
250,40,-37,lateral L
247,44,-33,lateral L
246,47,-35,lateral L
245,45,-28,lateral L
248,46,-31,lateral L
244,45,-27,lateral L
250,47,-29,lateral L
249,47,-30,lateral L
244,47,-29,lateral L
248,46,-26,lateral L
254,48,-28,lateral L
246,46,-31,lateral L
247,50,-30,lateral L
249,44,-29,lateral L
248,43,-29,lateral L
249,43,-33,lateral L
248,46,-35,lateral L
253,43,-42,lateral L
247,43,-23,lateral L
248,47,-32,lateral L
252,40,-25,lateral L
247,44,-30,lateral L
254,41,-31,lateral L
251,39,-19,lateral L
241,41,-26,lateral L
245,47,-23,lateral L
248,45,-33,lateral L
246,42,-25,lateral L
247,44,-24,lateral L
242,41,-20,lateral L
245,40,-28,lateral L
247,39,-40,lateral L
256,39,-40,lateral L
250,40,-38,lateral L
250,43,-31,lateral L
246,45,-35,lateral L
244,41,-25,lateral L
245,43,-38,lateral L
249,40,-36,lateral L
251,40,-36,lateral L
249,39,-35,lateral L
248,40,-30,lateral L
248,41,-25,lateral L
250,39,-25,lateral L
255,41,-35,lateral L
253,44,-36,lateral L
247,40,-31,lateral L
248,40,-36,lateral L
249,39,-39,lateral L
251,38,-36,lateral L
246,42,-39,lateral L
247,41,-38,lateral L
246,40,-34,lateral L
246,42,-43,lateral L
245,42,-35,lateral L
254,45,-36,lateral L
250,40,-36,lateral L
245,40,-29,lateral L
249,40,-32,lateral L
248,43,-31,lateral L
246,40,-35,lateral L
244,39,-25,lateral L
244,42,-39,lateral L
250,37,-38,lateral L
250,36,-30,lateral L
246,34,-30,lateral L
246,35,-38,lateral L
246,37,-38,lateral L
250,38,-42,lateral L
255,40,-52,lateral L
251,39,-50,lateral L
250,41,-42,lateral L
248,45,-31,lateral L
250,43,-37,lateral L
247,42,-33,lateral L
250,42,-33,lateral L
249,43,-29,lateral L
249,41,-30,lateral L
252,42,-33,lateral L
255,43,-27,lateral L
249,49,-27,lateral L
248,48,-39,lateral L
244,44,-31,lateral L
247,38,-32,lateral L
248,39,-36,lateral L
250,37,-33,lateral L
250,37,-31,lateral L
253,38,-37,lateral L
248,35,-34,lateral L
250,36,-38,lateral L
246,40,-35,lateral L
249,38,-36,lateral L
247,45,-31,lateral L
254,39,-31,lateral L
254,39,-20,lateral L
251,39,-21,lateral L
253,43,-28,lateral L
252,40,-36,lateral L
253,39,-28,lateral L
253,39,-34,lateral L
248,39,-28,lateral L
255,41,-34,lateral L
245,37,-26,lateral L
249,35,-27,lateral L
251,36,-28,lateral L
241,37,-23,lateral L
246,37,-38,lateral L
251,36,-24,lateral L
251,38,-31,lateral L
252,39,-34,lateral L
249,38,-29,lateral L
249,39,-21,lateral L
251,37,-23,lateral L
254,34,-22,lateral L
253,39,-31,lateral L
255,35,-39,lateral L
251,38,-40,lateral L
253,39,-35,lateral L
255,41,-31,lateral L
251,39,-28,lateral L
245,35,-29,lateral L
249,36,-35,lateral L
248,38,-28,lateral L
247,40,-35,lateral L
254,38,-30,lateral L
249,37,-28,lateral L
256,39,-29,lateral L
250,40,-24,lateral L
256,41,-28,lateral L
251,42,-28,lateral L
254,40,-32,lateral L
254,40,-31,lateral L
252,41,-32,lateral L
253,40,-34,lateral L
246,41,-25,lateral L
249,43,-37,lateral L
252,40,-33,lateral L
250,40,-32,lateral L
247,42,-31,lateral L
250,41,-39,lateral L
250,44,-32,lateral L
250,43,-27,lateral L
245,40,-35,lateral L
253,40,-30,lateral L
248,38,-25,lateral L
249,40,-22,lateral L
247,37,-29,lateral L
250,40,-29,lateral L
251,39,-34,lateral L
249,43,-37,lateral L
257,40,-36,lateral L
251,42,-32,lateral L
251,42,-39,lateral L
252,41,-41,lateral L
245,38,-40,lateral L
246,39,-28,lateral L
244,36,-23,lateral L
246,39,-24,lateral L
249,40,-27,lateral L
248,44,-31,lateral L
247,42,-17,lateral L
247,48,-29,lateral L
245,41,-19,lateral L
252,40,-21,lateral L
248,39,-21,lateral L
250,41,-34,lateral L
248,44,-29,lateral L
247,42,-27,lateral L
250,39,-32,lateral L
252,39,-31,lateral L
253,40,-23,lateral L
254,37,-25,lateral L
254,40,-24,lateral L
248,38,-18,lateral L
247,37,-27,lateral L
252,36,-30,lateral L
257,41,-30,lateral L
254,40,-36,lateral L
258,41,-31,lateral L
257,40,-29,lateral L
253,36,-17,lateral L
256,38,-17,lateral L
254,36,-34,lateral L
248,33,-20,lateral L
250,33,-13,lateral L
249,32,-20,lateral L
252,36,-33,lateral L
249,41,-31,lateral L
252,37,-24,lateral L
251,39,-25,lateral L
252,40,-16,lateral L
255,38,-26,lateral L
251,39,-23,lateral L
255,42,-33,lateral L
247,40,-32,lateral L
254,37,-22,lateral L
252,42,-32,lateral L
248,39,-22,lateral L
244,40,-23,lateral L
244,40,-26,lateral L
246,38,-19,lateral L
247,38,-22,lateral L
246,36,-23,lateral L
250,34,-22,lateral L
250,34,-19,lateral L
256,33,-7,lateral L
252,37,-11,lateral L
257,38,-15,lateral L
256,39,-12,lateral L
254,41,-11,lateral L
246,44,-2,lateral L
255,44,-7,lateral L
256,44,-16,lateral L
256,37,-16,lateral L
255,36,-10,lateral L
257,34,-19,lateral L
256,37,-20,lateral L
259,37,-21,lateral L
252,38,-13,lateral L
248,38,-13,lateral L
249,36,-7,lateral L
255,34,-22,lateral L
257,32,-16,lateral L
252,37,-19,lateral L
253,38,-20,lateral L
256,40,-24,lateral L
257,38,-26,lateral L
255,36,-18,lateral L
256,38,-27,lateral L
249,36,-26,lateral L
248,36,-19,lateral L
251,34,-20,lateral L
249,36,-22,lateral L
250,32,-16,lateral L
254,39,-27,lateral L
249,39,-21,lateral L
253,42,-27,lateral L
251,35,-17,lateral L
252,39,-21,lateral L
249,36,-8,lateral L
256,36,-24,lateral L
257,36,-29,lateral L
252,35,-25,lateral L
252,35,-16,lateral L
260,37,-31,lateral L
254,34,-32,lateral L
254,36,-29,lateral L
255,33,-28,lateral L
253,35,-29,lateral L
249,36,-39,lateral L
256,33,-21,lateral L
250,36,-19,lateral L
251,35,-25,lateral L
250,35,-16,lateral L
255,37,-18,lateral L
251,36,-24,lateral L
248,36,-22,lateral L
245,33,-29,lateral L
251,37,-23,lateral L
251,36,-31,lateral L
252,33,-18,lateral L
248,30,-6,lateral L
256,32,-19,lateral L
254,36,-21,lateral L
251,33,-26,lateral L
257,31,-16,lateral L
251,34,-19,lateral L
258,34,-28,lateral L
252,30,-19,lateral L
252,31,-20,lateral L
249,30,-23,lateral L
252,30,-24,lateral L
247,30,-26,lateral L
247,31,-32,lateral L
253,34,-31,lateral L
249,36,-21,lateral L
258,34,-23,lateral L
253,32,-26,lateral L
252,35,-28,lateral L
256,34,-27,lateral L
252,35,-24,lateral L
248,32,-30,lateral L
257,35,-26,lateral L
250,33,-20,lateral L
252,32,-34,lateral L
257,31,-35,lateral L
255,32,-32,lateral L
253,29,-23,lateral L
255,31,-20,lateral L
259,34,-35,lateral L
253,38,-22,lateral L
250,36,-27,lateral L
259,36,-33,lateral L
251,38,-29,lateral L
247,34,-26,lateral L
