X,Y,Z,pos
82,169,159,prone
81,171,160,prone
84,172,162,prone
85,169,163,prone
84,169,158,prone
84,169,160,prone
85,169,152,prone
84,170,145,prone
73,173,158,prone
78,173,153,prone
79,173,155,prone
79,176,154,prone
79,177,165,prone
77,174,146,prone
80,176,156,prone
83,176,153,prone
80,171,157,prone
89,172,155,prone
86,172,151,prone
88,173,154,prone
78,180,154,prone
74,179,148,prone
88,175,159,prone
98,171,155,prone
82,175,155,prone
69,175,147,prone
72,172,144,prone
84,166,146,prone
94,171,160,prone
89,174,180,prone
87,174,167,prone
78,177,141,prone
66,171,155,prone
74,171,151,prone
70,178,160,prone
73,173,175,prone
78,176,164,prone
83,168,153,prone
75,174,162,prone
64,168,165,prone
81,168,157,prone
71,167,158,prone
68,166,158,prone
69,174,175,prone
84,172,172,prone
83,167,166,prone
89,167,146,prone
87,167,173,prone
79,162,181,prone
77,159,168,prone
74,164,159,prone
74,173,152,prone
74,174,161,prone
77,171,164,prone
77,169,157,prone
81,175,168,prone
77,172,154,prone
74,168,169,prone
82,163,171,prone
78,159,173,prone
70,160,173,prone
70,161,162,prone
79,161,166,prone
76,162,175,prone
77,172,165,prone
75,167,158,prone
82,169,154,prone
71,169,160,prone
72,163,175,prone
82,165,164,prone
78,168,172,prone
77,166,180,prone
73,167,162,prone
66,166,165,prone
75,166,168,prone
70,163,172,prone
75,163,162,prone
72,166,161,prone
71,166,169,prone
67,162,167,prone
66,170,161,prone
61,163,147,prone
63,169,183,prone
73,163,176,prone
68,167,188,prone
64,164,177,prone
69,155,170,prone
62,167,169,prone
69,174,144,prone
57,162,192,prone
56,163,177,prone
58,161,182,prone
66,161,163,prone
71,163,164,prone
64,162,180,prone
66,163,175,prone
68,159,175,prone
61,159,180,prone
65,157,183,prone
71,162,171,prone
65,163,183,prone
69,159,185,prone
69,159,184,prone
71,157,174,prone
63,157,174,prone
62,158,181,prone
64,157,187,prone
69,155,189,prone
69,159,187,prone
66,157,181,prone
65,153,192,prone
64,156,177,prone
59,154,182,prone
64,154,180,prone
66,151,181,prone
62,154,180,prone
66,157,180,prone
63,150,188,prone
66,156,176,prone
63,152,186,prone
65,151,176,prone
62,154,177,prone
59,153,188,prone
64,151,177,prone
61,157,182,prone
64,149,179,prone
65,150,190,prone
60,152,183,prone
64,153,183,prone
57,150,180,prone
65,147,181,prone
60,149,177,prone
56,150,189,prone
59,146,187,prone
58,150,187,prone
64,152,187,prone
63,149,190,prone
59,149,179,prone
57,152,185,prone
57,148,187,prone
58,149,193,prone
58,149,183,prone
57,148,189,prone
62,149,184,prone
56,148,187,prone
60,146,194,prone
60,150,185,prone
60,148,194,prone
61,145,193,prone
60,148,178,prone
54,147,200,prone
59,148,187,prone
59,144,193,prone
61,148,174,prone
55,147,191,prone
61,148,183,prone
59,148,193,prone
62,147,190,prone
62,145,187,prone
59,146,178,prone
68,146,194,prone
66,150,176,prone
50,149,184,prone
55,145,181,prone
58,148,190,prone
53,147,180,prone
57,144,187,prone
55,149,194,prone
59,147,183,prone
58,151,183,prone
51,154,187,prone
59,149,188,prone
62,147,176,prone
61,148,192,prone
54,144,186,prone
66,142,185,prone
74,144,184,prone
72,147,184,prone
57,147,185,prone
60,146,189,prone
63,147,187,prone
62,146,186,prone
56,148,199,prone
57,150,187,prone
57,149,186,prone
55,148,195,prone
56,150,192,prone
57,146,184,prone
58,146,185,prone
57,151,182,prone
51,148,189,prone
56,149,192,prone
61,153,191,prone
59,150,174,prone
59,145,196,prone
61,147,182,prone
61,153,181,prone
60,148,192,prone
63,147,186,prone
66,151,183,prone
55,151,194,prone
62,147,191,prone
62,148,177,prone
61,150,190,prone
60,149,190,prone
62,152,181,prone
59,148,177,prone
60,150,181,prone
57,150,186,prone
57,149,186,prone
54,148,193,prone
60,149,193,prone
58,149,194,prone
59,145,198,prone
58,147,188,prone
62,149,184,prone
64,155,171,prone
56,151,189,prone
59,151,186,prone
58,149,187,prone
57,150,186,prone
61,149,190,prone
