X,Y,Z,pos
259,23,23,lateral L
263,25,26,lateral L
261,29,13,lateral L
254,27,9,lateral L
252,23,10,lateral L
253,25,16,lateral L
252,26,13,lateral L
256,26,17,lateral L
255,27,22,lateral L
250,27,23,lateral L
254,29,17,lateral L
252,35,8,lateral L
250,35,10,lateral L
254,30,14,lateral L
252,32,16,lateral L
258,32,12,lateral L
246,32,18,lateral L
250,33,23,lateral L
251,36,25,lateral L
251,32,23,lateral L
251,26,11,lateral L
252,32,13,lateral L
253,31,16,lateral L
254,27,22,lateral L
257,26,10,lateral L
255,26,8,lateral L
255,28,17,lateral L
251,27,9,lateral L
253,33,16,lateral L
253,32,14,lateral L
253,31,12,lateral L
251,27,17,lateral L
248,32,12,lateral L
253,32,10,lateral L
258,34,23,lateral L
252,28,17,lateral L
253,31,28,lateral L
260,32,25,lateral L
253,31,20,lateral L
253,29,12,lateral L
254,30,15,lateral L
251,33,10,lateral L
256,33,16,lateral L
255,34,24,lateral L
253,32,19,lateral L
259,32,25,lateral L
256,30,12,lateral L
256,33,22,lateral L
253,31,19,lateral L
251,34,12,lateral L
249,33,10,lateral L
256,35,29,lateral L
256,31,14,lateral L
256,31,10,lateral L
252,31,11,lateral L
251,31,10,lateral L
256,32,17,lateral L
254,36,23,lateral L
258,33,18,lateral L
249,31,8,lateral L
255,28,13,lateral L
250,31,14,lateral L
255,29,16,lateral L
252,33,17,lateral L
259,31,25,lateral L
253,29,15,lateral L
254,34,28,lateral L
251,33,20,lateral L
252,36,26,lateral L
249,31,7,lateral L
254,34,22,lateral L
253,35,16,lateral L
257,35,25,lateral L
248,33,14,lateral L
255,33,29,lateral L
255,37,26,lateral L
249,31,20,lateral L
248,35,17,lateral L
255,35,19,lateral L
253,31,23,lateral L
253,33,26,lateral L
250,36,21,lateral L
253,32,23,lateral L
250,32,19,lateral L
245,34,15,lateral L
248,30,17,lateral L
257,39,24,lateral L
251,31,30,lateral L
252,43,25,lateral L
257,40,13,lateral L
