X,Y,Z,pos
-14,95,225,prone
-18,95,218,prone
-15,97,232,prone
-16,95,229,prone
-15,98,233,prone
-21,96,221,prone
-14,97,229,prone
-17,93,218,prone
-10,93,234,prone
-18,95,218,prone
-20,92,220,prone
-14,93,225,prone
-17,94,228,prone
-18,93,221,prone
-16,95,222,prone
-13,98,231,prone
-15,97,230,prone
-16,93,221,prone
-10,96,227,prone
-12,96,228,prone
-16,94,226,prone
-17,97,228,prone
-20,95,217,prone
-17,94,223,prone
-14,94,217,prone
-9,97,232,prone
-16,96,230,prone
-17,95,220,prone
-16,96,229,prone
-14,95,230,prone
-15,96,225,prone
-21,95,218,prone
-21,93,221,prone
-12,94,227,prone
-9,91,233,prone
-10,94,231,prone
-17,97,221,prone
-16,98,224,prone
-17,98,218,prone
-17,103,228,prone
-15,99,219,prone
-18,99,223,prone
-17,95,221,prone
-7,90,200,prone
-8,99,214,prone
-17,104,207,prone
-18,107,219,prone
-23,100,227,prone
-23,99,258,prone
-42,99,246,prone
-47,90,245,prone
-9,96,246,prone
25,94,218,prone
48,95,199,prone
36,97,197,prone
22,97,213,prone
8,97,216,prone
5,97,232,prone
-3,98,224,prone
1,98,233,prone
2,97,219,prone
6,101,232,prone
5,99,220,prone
-3,97,212,prone
-23,96,217,prone
-15,96,237,prone
-22,98,231,prone
-26,96,224,prone
-26,98,221,prone
-19,101,232,prone
-17,100,227,prone
-21,101,219,prone
-21,99,221,prone
-14,99,225,prone
-13,99,220,prone
-15,100,214,prone
-14,103,224,prone
-9,101,230,prone
-10,100,214,prone
-3,102,231,prone
-5,102,226,prone
-12,101,222,prone
-7,104,211,prone
-5,103,224,prone
-6,103,225,prone
-9,101,221,prone
-4,100,221,prone
-5,103,222,prone
-9,103,230,prone
-5,105,225,prone
-9,102,226,prone
-5,103,217,prone
-12,101,225,prone
-9,103,217,prone
-11,104,230,prone
-9,102,222,prone
-9,104,231,prone
-7,104,225,prone
-15,102,221,prone
-9,103,223,prone
-13,102,220,prone
-7,104,224,prone
-10,101,218,prone
-3,106,224,prone
-2,105,230,prone
-11,101,215,prone
-8,104,221,prone
-6,104,226,prone
-9,104,221,prone
-9,107,221,prone
-10,105,221,prone
-10,103,217,prone
-9,104,221,prone
-10,102,216,prone
-6,106,226,prone
-11,104,225,prone
-9,103,218,prone
-10,102,219,prone
