X,Y,Z,pos
-17,-59,-239,supine
-11,-54,-243,supine
-5,-52,-230,supine
-12,-53,-229,supine
-28,-66,-240,supine
-27,-84,-233,supine
-16,-81,-231,supine
-22,-91,-233,supine
-28,-93,-231,supine
-34,-86,-223,supine
-29,-99,-228,supine
-35,-101,-234,supine
-35,-88,-213,supine
-40,-80,-213,supine
-36,-80,-227,supine
-40,-82,-223,supine
-38,-80,-216,supine
-38,-74,-226,supine
-24,-84,-222,supine
-25,-82,-232,supine
-32,-75,-226,supine
-24,-70,-230,supine
-24,-69,-225,supine
-14,-74,-224,supine
-13,-73,-227,supine
-14,-76,-223,supine
-17,-72,-245,supine
-20,-65,-211,supine
-22,-72,-212,supine
-25,-69,-232,supine
-22,-71,-228,supine
-30,-74,-247,supine
-39,-70,-229,supine
-45,-70,-220,supine
-39,-70,-219,supine
-36,-70,-227,supine
-35,-73,-210,supine
-25,-75,-229,supine
-28,-75,-237,supine
-27,-74,-237,supine
-34,-73,-243,supine
-39,-74,-219,supine
-29,-71,-231,supine
-34,-69,-228,supine
-28,-73,-236,supine
-30,-70,-235,supine
-22,-71,-232,supine
-25,-71,-226,supine
-25,-72,-240,supine
-24,-67,-244,supine
-21,-64,-227,supine
-24,-67,-221,supine
-22,-69,-213,supine
-28,-74,-228,supine
-25,-70,-225,supine
-24,-68,-233,supine
-24,-64,-241,supine
-27,-68,-235,supine
-28,-66,-232,supine
-29,-70,-219,supine
-34,-71,-222,supine
-20,-69,-225,supine
-30,-67,-226,supine
-30,-66,-241,supine
-28,-65,-227,supine
-21,-64,-233,supine
-19,-65,-224,supine
-30,-63,-237,supine
-29,-64,-231,supine
-25,-60,-234,supine
-30,-64,-230,supine
-23,-65,-238,supine
-18,-66,-227,supine
-14,-65,-221,supine
-13,-67,-229,supine
-11,-69,-235,supine
-10,-70,-239,supine
-15,-63,-226,supine
-19,-65,-244,supine
-20,-64,-228,supine
-21,-64,-227,supine
-24,-68,-225,supine
-20,-66,-237,supine
-27,-72,-232,supine
-26,-75,-230,supine
-23,-67,-229,supine
-21,-69,-235,supine
-26,-75,-232,supine
-24,-73,-224,supine
-19,-64,-237,supine
-22,-72,-236,supine
-24,-77,-231,supine
-29,-73,-222,supine
-25,-70,-230,supine
-28,-76,-227,supine
-34,-74,-231,supine
-28,-72,-230,supine
-33,-73,-233,supine
-31,-74,-222,supine
-29,-72,-226,supine
-30,-72,-233,supine
-30,-78,-221,supine
-28,-78,-234,supine
-30,-75,-225,supine
-28,-80,-221,supine
-32,-80,-224,supine
-30,-77,-216,supine
-29,-75,-226,supine
-35,-78,-223,supine
-30,-79,-225,supine
-33,-78,-226,supine
-25,-81,-236,supine
-33,-77,-231,supine
-36,-79,-239,supine
-37,-80,-229,supine
-37,-79,-229,supine
-37,-78,-230,supine
-41,-74,-217,supine
-44,-74,-228,supine
-34,-78,-230,supine
-41,-76,-227,supine
-33,-76,-223,supine
-37,-77,-228,supine
-36,-77,-225,supine
-32,-78,-224,supine
-40,-75,-224,supine
-36,-76,-226,supine
-32,-81,-234,supine
-39,-79,-219,supine
-32,-80,-224,supine
-34,-77,-227,supine
-26,-77,-226,supine
-29,-76,-224,supine
-36,-76,-223,supine
-36,-75,-221,supine
-33,-77,-222,supine
-34,-79,-222,supine
-35,-75,-228,supine
-39,-77,-212,supine
-33,-74,-214,supine
-30,-70,-234,supine
-35,-75,-229,supine
-29,-75,-237,supine
-29,-73,-232,supine
-33,-74,-227,supine
-38,-70,-226,supine
-36,-77,-224,supine
-36,-77,-237,supine
-35,-72,-231,supine
-35,-74,-228,supine
-34,-77,-236,supine
-32,-78,-225,supine
-36,-75,-218,supine
-33,-75,-230,supine
-32,-78,-228,supine
-31,-79,-235,supine
-39,-80,-227,supine
-34,-76,-227,supine
-36,-73,-224,supine
-31,-72,-217,supine
-28,-69,-225,supine
-31,-71,-226,supine
-33,-74,-218,supine
-32,-73,-220,supine
-33,-77,-208,supine
-29,-76,-229,supine
-32,-73,-232,supine
-33,-76,-221,supine
-33,-73,-228,supine
-30,-75,-229,supine
-29,-79,-228,supine
-30,-75,-223,supine
-26,-75,-218,supine
-32,-77,-223,supine
-31,-77,-229,supine
-31,-79,-228,supine
-27,-79,-227,supine
-30,-78,-233,supine
-33,-76,-232,supine
-29,-75,-228,supine
-33,-74,-227,supine
-34,-76,-224,supine
