X,Y,Z,pos
-28,-64,-225,supine
-28,-56,-235,supine
-28,-58,-229,supine
-26,-59,-252,supine
-38,-63,-243,supine
-34,-64,-227,supine
-31,-65,-227,supine
-29,-62,-230,supine
-27,-58,-232,supine
-27,-60,-240,supine
-28,-63,-233,supine
-26,-63,-237,supine
-29,-63,-227,supine
-25,-65,-230,supine
-25,-64,-240,supine
-28,-61,-231,supine
-25,-59,-245,supine
-28,-61,-234,supine
-25,-57,-239,supine
-26,-61,-231,supine
-23,-61,-233,supine
-27,-61,-242,supine
-28,-61,-242,supine
-23,-58,-241,supine
-36,-56,-242,supine
-25,-54,-243,supine
-21,-59,-240,supine
-25,-60,-239,supine
-28,-56,-247,supine
-32,-57,-232,supine
-26,-60,-222,supine
-27,-63,-233,supine
-25,-65,-229,supine
-37,-56,-230,supine
-26,-54,-239,supine
-25,-55,-240,supine
-22,-64,-226,supine
-18,-59,-226,supine
-17,-58,-243,supine
-27,-63,-223,supine
-28,-63,-233,supine
-21,-62,-225,supine
-16,-67,-248,supine
-16,-59,-236,supine
-22,-57,-236,supine
-16,-57,-232,supine
-30,-63,-221,supine
-29,-61,-226,supine
-15,-68,-232,supine
-26,-70,-226,supine
-23,-64,-236,supine
-18,-58,-236,supine
-21,-62,-236,supine
-28,-68,-211,supine
-30,-65,-219,supine
-24,-65,-236,supine
-31,-71,-234,supine
-33,-68,-238,supine
-31,-64,-225,supine
-33,-64,-235,supine
-40,-66,-229,supine
-32,-67,-229,supine
-37,-66,-237,supine
-38,-68,-237,supine
-36,-69,-219,supine
-35,-66,-220,supine
-30,-65,-232,supine
-34,-67,-220,supine
-30,-66,-213,supine
-38,-70,-228,supine
-27,-74,-237,supine
-30,-75,-230,supine
-37,-69,-236,supine
-34,-66,-235,supine
-34,-67,-228,supine
-35,-66,-226,supine
-37,-70,-232,supine
-34,-69,-234,supine
-31,-72,-234,supine
-34,-72,-237,supine
-38,-69,-232,supine
-32,-71,-240,supine
-35,-69,-228,supine
-36,-69,-243,supine
-39,-69,-217,supine
-34,-67,-232,supine
-31,-68,-233,supine
-35,-67,-234,supine
-32,-72,-224,supine
-37,-69,-232,supine
-33,-68,-226,supine
-38,-64,-228,supine
-35,-66,-235,supine
-38,-66,-222,supine
-33,-66,-228,supine
-37,-67,-224,supine
-30,-67,-234,supine
-29,-66,-222,supine
-34,-68,-232,supine
-35,-66,-220,supine
-36,-67,-230,supine
-36,-64,-224,supine
-37,-64,-224,supine
