X,Y,Z,pos
-13,44,-231,supine
-13,42,-234,supine
-10,40,-233,supine
-14,46,-234,supine
-16,50,-234,supine
-14,48,-238,supine
-7,48,-223,supine
-13,44,-241,supine
-10,44,-248,supine
-10,47,-238,supine
-9,46,-234,supine
-13,50,-242,supine
-5,50,-222,supine
-16,46,-236,supine
-17,45,-229,supine
-9,46,-225,supine
-12,41,-242,supine
-10,42,-231,supine
-15,44,-239,supine
-9,49,-232,supine
-14,43,-230,supine
-3,44,-232,supine
-13,46,-233,supine
-9,41,-237,supine
-8,45,-246,supine
-14,44,-241,supine
-7,45,-244,supine
-8,48,-238,supine
-11,41,-237,supine
-19,38,-245,supine
-15,37,-236,supine
-10,39,-226,supine
-7,41,-229,supine
-10,46,-218,supine
-9,39,-236,supine
-10,43,-238,supine
-15,41,-240,supine
-6,48,-223,supine
-13,43,-239,supine
-13,43,-235,supine
-10,42,-245,supine
-8,40,-225,supine
-9,42,-230,supine
-12,42,-233,supine
-13,43,-227,supine
-10,45,-236,supine
-13,42,-236,supine
-19,46,-248,supine
-12,42,-228,supine
-13,44,-237,supine
-10,48,-227,supine
-13,49,-232,supine
-10,50,-227,supine
-7,49,-232,supine
-9,43,-226,supine
-17,41,-231,supine
-16,45,-236,supine
-17,47,-233,supine
-16,44,-234,supine
-11,48,-227,supine
-14,44,-245,supine
-13,47,-231,supine
-13,50,-226,supine
-11,47,-218,supine
-12,50,-237,supine
-17,46,-239,supine
-11,48,-226,supine
-16,45,-238,supine
-7,50,-236,supine
-8,51,-225,supine
-14,53,-227,supine
-13,48,-233,supine
-17,40,-237,supine
-17,33,-250,supine
-16,44,-225,supine
-8,52,-226,supine
-8,52,-237,supine
-17,47,-235,supine
-10,48,-228,supine
-12,43,-226,supine
-17,43,-228,supine
-11,51,-233,supine
-13,48,-239,supine
-14,47,-241,supine
-13,50,-241,supine
-12,45,-245,supine
-13,52,-235,supine
-17,56,-232,supine
-19,47,-242,supine
-14,50,-225,supine
-18,49,-242,supine
-12,53,-223,supine
-9,45,-229,supine
-16,45,-224,supine
-18,49,-234,supine
-8,54,-237,supine
-17,46,-235,supine
-10,51,-226,supine
-17,52,-227,supine
-15,51,-228,supine
-14,51,-226,supine
-16,50,-233,supine
-17,51,-233,supine
-16,53,-226,supine
-20,43,-232,supine
-17,44,-233,supine
-16,42,-247,supine
-17,49,-231,supine
-15,59,-223,supine
-21,55,-230,supine
-11,50,-231,supine
-18,49,-243,supine
-19,48,-233,supine
-12,56,-229,supine
-7,63,-223,supine
-19,55,-236,supine
-14,53,-225,supine
-10,53,-230,supine
-14,52,-232,supine
-16,53,-238,supine
-11,52,-235,supine
-12,47,-225,supine
-8,50,-231,supine
-19,47,-237,supine
-14,52,-236,supine
-13,51,-233,supine
-15,50,-217,supine
-21,47,-236,supine
-15,46,-231,supine
-17,51,-224,supine
-15,47,-237,supine
-21,41,-233,supine
-19,45,-243,supine
-18,50,-240,supine
-18,46,-237,supine
-16,40,-228,supine
-17,37,-228,supine
-10,43,-222,supine
-26,47,-242,supine
-24,52,-235,supine
-21,53,-221,supine
-10,53,-232,supine
-23,52,-237,supine
-26,50,-234,supine
-17,52,-224,supine
-16,54,-234,supine
-10,59,-224,supine
-8,58,-217,supine
-10,50,-226,supine
-8,45,-236,supine
-5,49,-238,supine
-6,51,-230,supine
-3,47,-236,supine
4,49,-223,supine
4,47,-226,supine
0,46,-235,supine
-8,31,-239,supine
-1,36,-236,supine
-4,49,-222,supine
-5,41,-244,supine
-6,42,-226,supine
-11,52,-232,supine
-2,62,-225,supine
-10,56,-228,supine
-4,55,-226,supine
-11,52,-243,supine
-9,52,-227,supine
-9,45,-235,supine
-17,46,-217,supine
-18,44,-244,supine
-19,41,-236,supine
-13,45,-233,supine
-11,45,-227,supine
-19,45,-236,supine
-19,47,-234,supine
-18,46,-243,supine
-17,49,-237,supine
-13,48,-222,supine
-24,52,-238,supine
-19,44,-250,supine
-15,42,-234,supine
-11,50,-219,supine
-15,51,-233,supine
-13,48,-232,supine
-8,46,-246,supine
-17,44,-237,supine
-10,39,-230,supine
-16,33,-230,supine
-5,32,-243,supine
8,45,-255,supine
13,56,-233,supine
1,41,-223,supine
-8,35,-237,supine
-2,45,-235,supine
1,42,-231,supine
-4,36,-240,supine
-11,33,-244,supine
-5,31,-235,supine
-5,35,-244,supine
-5,38,-239,supine
-5,37,-233,supine
-11,38,-241,supine
-7,44,-223,supine
-11,47,-244,supine
-11,48,-235,supine
-6,56,-249,supine
-11,47,-237,supine
-3,45,-224,supine
-9,39,-218,supine
-12,31,-238,supine
-17,34,-219,supine
-4,38,-228,supine
1,39,-253,supine
-1,32,-233,supine
2,34,-228,supine
-8,28,-238,supine
-10,30,-251,supine
-4,30,-234,supine
-11,32,-243,supine
-8,37,-238,supine
0,34,-229,supine
-2,32,-235,supine
-6,40,-246,supine
-5,49,-219,supine
-1,56,-227,supine
-3,52,-233,supine
-6,45,-239,supine
-13,32,-235,supine
-21,26,-243,supine
-17,34,-238,supine
-9,39,-246,supine
-3,41,-225,supine
-9,41,-242,supine
-5,41,-239,supine
-13,43,-230,supine
-5,50,-231,supine
-3,51,-226,supine
-2,48,-230,supine
-2,51,-229,supine
-9,60,-243,supine
-2,63,-233,supine
-14,60,-236,supine
-4,55,-229,supine
-7,52,-222,supine
-2,49,-228,supine
-11,45,-243,supine
-14,49,-234,supine
-9,50,-233,supine
-4,51,-226,supine
-9,44,-242,supine
-9,47,-223,supine
-11,51,-230,supine
-11,51,-237,supine
-11,47,-232,supine
-3,47,-225,supine
-7,49,-232,supine
-10,41,-238,supine
-8,39,-242,supine
-12,47,-232,supine
-8,51,-224,supine
-11,48,-231,supine
-11,43,-237,supine
-5,41,-224,supine
-13,46,-232,supine
-9,46,-249,supine
-11,47,-239,supine
-10,49,-234,supine
-12,49,-234,supine
-13,52,-230,supine
-10,47,-237,supine
-6,42,-231,supine
-7,36,-243,supine
-6,42,-239,supine
-1,49,-226,supine
-8,47,-225,supine
-7,43,-230,supine
-6,38,-234,supine
-10,45,-234,supine
-5,46,-233,supine
-12,44,-230,supine
-8,42,-237,supine
-6,41,-230,supine
-5,45,-229,supine
-3,50,-232,supine
-11,45,-234,supine
-9,41,-229,supine
-12,42,-228,supine
-6,42,-228,supine
-10,45,-236,supine
-9,50,-225,supine
-9,49,-237,supine
-12,49,-233,supine
-5,48,-238,supine
-6,47,-237,supine
-8,48,-236,supine
-16,43,-235,supine
-12,42,-231,supine
-11,41,-233,supine
-4,39,-238,supine
-4,42,-230,supine
-3,46,-224,supine
-9,48,-230,supine
-10,49,-234,supine
-7,53,-225,supine
-14,56,-228,supine
-10,50,-243,supine
-12,48,-237,supine
-12,40,-241,supine
-14,31,-254,supine
-8,38,-227,supine
-8,50,-227,supine
-5,54,-233,supine
-9,54,-235,supine
-10,56,-223,supine
-12,43,-242,supine
-4,40,-241,supine
2,39,-237,supine
-2,46,-230,supine
-44,54,-264,supine
-13,22,-252,supine
1,37,-262,supine
-5,26,-218,supine
17,22,-256,supine
16,7,-212,supine
5,-2,-244,supine
-3,-18,-277,supine
20,1,-303,supine
-4,-35,-192,supine
-18,39,-104,supine
-18,44,-262,supine
-6,31,-285,supine
1,29,-192,supine
-3,43,-235,supine
4,55,-237,supine
4,63,-212,supine
-5,54,-250,supine
-3,44,-232,supine
0,43,-205,supine
-4,46,-233,supine
-4,43,-230,supine
-4,45,-239,supine
-7,39,-234,supine
-3,45,-237,supine
-5,46,-238,supine
-4,49,-242,supine
1,52,-221,supine
-11,51,-235,supine
-4,48,-233,supine
-4,48,-239,supine
-4,48,-227,supine
-7,50,-240,supine
-5,50,-227,supine
-11,43,-234,supine
-6,51,-240,supine
3,58,-233,supine
-7,54,-240,supine
-7,52,-232,supine
-6,48,-230,supine
3,52,-230,supine
6,50,-233,supine
2,54,-221,supine
-1,49,-235,supine
-12,47,-239,supine
-12,51,-228,supine
-3,53,-229,supine
-8,53,-232,supine
-10,54,-220,supine
-12,53,-239,supine
0,56,-238,supine
-4,58,-234,supine
-10,54,-222,supine
-3,53,-235,supine
-2,52,-239,supine
-1,52,-226,supine
-2,48,-222,supine
-3,53,-232,supine
-2,50,-227,supine
-7,47,-237,supine
-6,51,-235,supine
-3,47,-230,supine
2,51,-223,supine
-4,54,-234,supine
-6,50,-224,supine
-8,50,-243,supine
-3,49,-225,supine
-12,46,-233,supine
-3,45,-228,supine
-3,49,-240,supine
-5,52,-230,supine
0,51,-227,supine
