X,Y,Z,pos
-220,103,34,lateral R
-216,110,36,lateral R
-222,108,28,lateral R
-217,110,34,lateral R
-219,110,15,lateral R
-206,105,33,lateral R
-210,104,20,lateral R
-222,97,16,lateral R
-225,87,11,lateral R
-209,93,23,lateral R
-211,82,13,lateral R
-201,80,2,lateral R
-205,87,-1,lateral R
-219,101,-1,lateral R
-226,97,0,lateral R
-221,98,7,lateral R
-219,105,6,lateral R
-227,104,1,lateral R
-219,99,11,lateral R
-213,99,-3,lateral R
-201,104,-7,lateral R
-202,106,6,lateral R
-213,111,-5,lateral R
-214,109,-6,lateral R
-210,110,6,lateral R
-216,113,0,lateral R
-213,103,-3,lateral R
-207,96,-1,lateral R
-213,101,7,lateral R
-222,108,4,lateral R
-227,103,8,lateral R
-210,103,12,lateral R
-206,92,-5,lateral R
-220,101,-2,lateral R
-218,95,7,lateral R
-224,92,10,lateral R
-223,96,10,lateral R
-219,101,22,lateral R
-221,103,5,lateral R
-211,103,15,lateral R
-208,104,-4,lateral R
-204,109,5,lateral R
-206,111,-3,lateral R
-210,105,-9,lateral R
-205,115,-1,lateral R
-211,117,-6,lateral R
-209,117,15,lateral R
-208,116,9,lateral R
-206,115,7,lateral R
-209,118,5,lateral R
-209,112,7,lateral R
-204,118,13,lateral R
-206,115,20,lateral R
-206,115,3,lateral R
-209,116,3,lateral R
-206,118,3,lateral R
-201,119,12,lateral R
-213,117,7,lateral R
-209,117,5,lateral R
-210,117,-2,lateral R
-211,118,4,lateral R
-201,116,-4,lateral R
-208,120,-10,lateral R
-199,118,13,lateral R
-206,120,-1,lateral R
-209,118,1,lateral R
-202,122,18,lateral R
-214,117,11,lateral R
-218,102,9,lateral R
-218,102,0,lateral R
-211,113,5,lateral R
-192,124,10,lateral R
-204,129,11,lateral R
-222,125,21,lateral R
-214,120,31,lateral R
-211,122,6,lateral R
-211,122,9,lateral R
-206,119,10,lateral R
-205,116,16,lateral R
-205,115,-8,lateral R
-197,121,20,lateral R
-200,121,1,lateral R
-209,119,18,lateral R
-212,114,-3,lateral R
-212,120,14,lateral R
-218,117,9,lateral R
-206,114,-8,lateral R
-201,120,8,lateral R
-194,115,6,lateral R
-208,106,7,lateral R
-213,113,8,lateral R
-210,116,13,lateral R
-210,114,13,lateral R
-209,111,-2,lateral R
-202,114,20,lateral R
-203,115,21,lateral R
-208,109,15,lateral R
-206,114,12,lateral R
-212,119,9,lateral R
-207,123,9,lateral R
-208,119,12,lateral R
-209,113,8,lateral R
-210,114,13,lateral R
-208,118,10,lateral R
-207,114,0,lateral R
-208,111,10,lateral R
-210,114,7,lateral R
-204,117,18,lateral R
-209,118,-3,lateral R
-204,118,5,lateral R
-207,117,6,lateral R
-199,120,18,lateral R
-206,120,9,lateral R
-209,116,2,lateral R
-205,119,3,lateral R
-200,122,13,lateral R
-206,120,1,lateral R
-208,120,12,lateral R
-203,118,13,lateral R
-202,118,0,lateral R
-201,116,14,lateral R
-208,117,7,lateral R
-205,115,18,lateral R
-211,114,-1,lateral R
-208,116,16,lateral R
-211,115,3,lateral R
-207,115,20,lateral R
-208,112,8,lateral R
-204,118,8,lateral R
-202,118,16,lateral R
-207,118,6,lateral R
-208,116,11,lateral R
-210,118,6,lateral R
-206,120,18,lateral R
-211,118,-1,lateral R
-205,117,15,lateral R
-204,116,24,lateral R
-214,113,9,lateral R
-213,115,14,lateral R
-208,112,18,lateral R
-206,111,19,lateral R
-205,109,15,lateral R
-212,109,3,lateral R
-209,110,17,lateral R
-210,111,15,lateral R
-209,112,33,lateral R
-209,112,12,lateral R
-206,114,27,lateral R
-217,115,5,lateral R
-208,113,26,lateral R
-203,115,21,lateral R
-210,111,11,lateral R
-214,113,18,lateral R
-205,111,18,lateral R
-207,112,18,lateral R
-211,111,17,lateral R
-210,113,13,lateral R
-210,116,14,lateral R
-208,114,26,lateral R
-209,112,14,lateral R
-215,109,18,lateral R
-206,107,5,lateral R
-206,106,23,lateral R
-204,106,12,lateral R
-202,100,26,lateral R
-208,107,18,lateral R
-206,111,26,lateral R
-208,112,22,lateral R
-209,116,14,lateral R
-217,117,16,lateral R
-210,118,30,lateral R
-215,114,12,lateral R
-211,112,12,lateral R
-209,114,9,lateral R
-213,113,15,lateral R
-207,112,10,lateral R
-209,113,21,lateral R
-207,115,16,lateral R
-212,110,14,lateral R
-205,109,13,lateral R
-211,113,9,lateral R
-207,110,11,lateral R
-205,112,13,lateral R
-206,117,23,lateral R
-210,111,17,lateral R
-207,114,17,lateral R
-204,116,18,lateral R
-208,116,13,lateral R
-204,113,8,lateral R
-203,118,21,lateral R
-205,115,13,lateral R
-208,115,13,lateral R
-205,110,11,lateral R
-205,116,21,lateral R
-207,111,13,lateral R
-210,114,6,lateral R
-208,114,23,lateral R
-207,113,21,lateral R
-206,115,25,lateral R
-208,113,7,lateral R
-205,111,2,lateral R
-208,114,14,lateral R
-204,119,17,lateral R
-214,113,9,lateral R
-206,114,10,lateral R
-205,118,21,lateral R
-206,116,15,lateral R
-211,113,10,lateral R
-210,111,10,lateral R
-212,116,9,lateral R
-203,112,16,lateral R
-207,112,3,lateral R
-206,113,9,lateral R
-211,113,5,lateral R
-204,113,8,lateral R
-207,116,12,lateral R
-212,113,6,lateral R
-208,114,11,lateral R
-205,118,23,lateral R
-202,117,20,lateral R
-206,116,24,lateral R
-209,112,12,lateral R
-214,112,5,lateral R
-206,115,21,lateral R
-210,114,0,lateral R
-207,113,17,lateral R
-209,116,13,lateral R
-209,117,14,lateral R
-209,114,16,lateral R
-206,113,19,lateral R
-199,116,19,lateral R
-207,116,9,lateral R
