X,Y,Z,pos
261,16,-31,lateral L
251,19,-49,lateral L
257,20,-32,lateral L
252,21,-31,lateral L
253,19,-28,lateral L
251,14,-35,lateral L
261,1,-37,lateral L
251,6,-62,lateral L
270,1,-57,lateral L
263,35,-26,lateral L
237,44,-30,lateral L
243,44,-43,lateral L
253,37,-59,lateral L
238,21,-34,lateral L
234,6,-38,lateral L
252,18,-39,lateral L
258,9,-53,lateral L
235,-5,-55,lateral L
244,8,-36,lateral L
241,34,-45,lateral L
238,50,-54,lateral L
237,40,-45,lateral L
236,22,-42,lateral L
256,35,-34,lateral L
247,17,-69,lateral L
254,11,-55,lateral L
251,50,-28,lateral L
252,44,-33,lateral L
247,37,-50,lateral L
259,40,-27,lateral L
262,43,-21,lateral L
255,53,-38,lateral L
258,24,-40,lateral L
251,21,-47,lateral L
247,21,-42,lateral L
244,35,-56,lateral L
241,47,-51,lateral L
245,37,-53,lateral L
247,31,-40,lateral L
252,24,-45,lateral L
266,26,-29,lateral L
263,26,-30,lateral L
251,33,-44,lateral L
235,33,-53,lateral L
239,34,-40,lateral L
243,27,-54,lateral L
239,27,-51,lateral L
239,33,-55,lateral L
236,34,-52,lateral L
233,33,-52,lateral L
235,29,-71,lateral L
244,28,-60,lateral L
260,28,-42,lateral L
249,34,-51,lateral L
252,37,-57,lateral L
249,39,-67,lateral L
242,40,-54,lateral L
246,38,-60,lateral L
244,35,-69,lateral L
249,27,-76,lateral L
250,52,-58,lateral L
245,48,-66,lateral L
237,52,-66,lateral L
222,55,-70,lateral L
232,53,-66,lateral L
233,55,-56,lateral L
238,48,-69,lateral L
237,52,-75,lateral L
257,58,-63,lateral L
243,57,-40,lateral L
240,59,-64,lateral L
235,55,-63,lateral L
232,58,-57,lateral L
234,63,-74,lateral L
222,63,-62,lateral L
228,35,-70,lateral L
249,40,-78,lateral L
242,51,-67,lateral L
242,57,-60,lateral L
240,64,-74,lateral L
236,67,-89,lateral L
234,66,-69,lateral L
244,64,-51,lateral L
238,60,-83,lateral L
235,60,-83,lateral L
241,71,-55,lateral L
235,64,-68,lateral L
234,58,-70,lateral L
227,56,-73,lateral L
223,54,-75,lateral L
230,55,-79,lateral L
231,54,-77,lateral L
236,51,-88,lateral L
244,53,-83,lateral L
233,60,-91,lateral L
225,66,-76,lateral L
228,68,-73,lateral L
218,72,-82,lateral L
230,73,-73,lateral L
230,71,-73,lateral L
232,59,-85,lateral L
236,54,-86,lateral L
239,56,-67,lateral L
231,55,-82,lateral L
231,57,-84,lateral L
240,59,-72,lateral L
240,58,-77,lateral L
235,55,-69,lateral L
240,57,-76,lateral L
230,60,-82,lateral L
227,61,-79,lateral L
231,61,-74,lateral L
230,55,-71,lateral L
233,59,-79,lateral L
230,58,-86,lateral L
228,56,-85,lateral L
222,54,-89,lateral L
232,56,-70,lateral L
232,59,-78,lateral L
229,57,-83,lateral L
229,57,-72,lateral L
232,56,-64,lateral L
235,58,-68,lateral L
242,62,-76,lateral L
245,63,-61,lateral L
233,55,-76,lateral L
236,55,-74,lateral L
236,55,-75,lateral L
238,54,-74,lateral L
233,55,-73,lateral L
241,58,-64,lateral L
237,57,-66,lateral L
233,56,-71,lateral L
229,57,-82,lateral L
234,55,-76,lateral L
237,55,-83,lateral L
236,58,-76,lateral L
236,57,-71,lateral L
233,54,-61,lateral L
232,54,-85,lateral L
237,55,-70,lateral L
235,53,-78,lateral L
239,54,-67,lateral L
237,56,-67,lateral L
234,61,-71,lateral L
236,57,-74,lateral L
235,58,-71,lateral L
234,54,-73,lateral L
230,54,-67,lateral L
232,54,-70,lateral L
238,56,-62,lateral L
236,59,-71,lateral L
230,55,-72,lateral L
237,61,-73,lateral L
244,59,-61,lateral L
236,52,-83,lateral L
240,58,-66,lateral L
229,60,-88,lateral L
230,62,-77,lateral L
231,59,-74,lateral L
237,59,-82,lateral L
231,56,-81,lateral L
231,54,-81,lateral L
234,55,-70,lateral L
230,49,-68,lateral L
238,49,-60,lateral L
232,49,-81,lateral L
231,53,-81,lateral L
237,55,-85,lateral L
229,57,-74,lateral L
228,52,-83,lateral L
235,55,-72,lateral L
238,57,-79,lateral L
238,56,-65,lateral L
240,53,-69,lateral L
232,53,-63,lateral L
232,54,-63,lateral L
237,56,-80,lateral L
232,54,-71,lateral L
232,57,-64,lateral L
237,53,-73,lateral L
225,51,-83,lateral L
239,53,-81,lateral L
228,50,-73,lateral L
234,51,-69,lateral L
236,51,-70,lateral L
243,59,-74,lateral L
240,56,-72,lateral L
235,57,-71,lateral L
236,54,-78,lateral L
237,55,-76,lateral L
242,53,-64,lateral L
240,57,-75,lateral L
234,56,-79,lateral L
232,54,-78,lateral L
232,52,-76,lateral L
234,50,-70,lateral L
239,53,-70,lateral L
232,57,-72,lateral L
235,56,-67,lateral L
237,59,-60,lateral L
239,55,-88,lateral L
237,55,-75,lateral L
241,60,-69,lateral L
232,56,-76,lateral L
230,55,-78,lateral L
236,53,-66,lateral L
233,57,-74,lateral L
229,53,-80,lateral L
235,55,-74,lateral L
235,57,-77,lateral L
235,54,-73,lateral L
239,55,-75,lateral L
239,56,-76,lateral L
236,60,-70,lateral L
230,53,-85,lateral L
230,57,-75,lateral L
231,54,-86,lateral L
229,55,-86,lateral L
233,54,-75,lateral L
233,51,-89,lateral L
227,57,-76,lateral L
232,55,-66,lateral L
239,55,-79,lateral L
237,58,-76,lateral L
231,54,-72,lateral L
234,56,-84,lateral L
232,58,-75,lateral L
231,56,-81,lateral L
235,52,-79,lateral L
235,53,-82,lateral L
236,58,-68,lateral L
231,53,-85,lateral L
234,59,-77,lateral L
235,59,-75,lateral L
235,60,-80,lateral L
224,58,-90,lateral L
230,57,-82,lateral L
228,57,-78,lateral L
228,59,-80,lateral L
228,59,-84,lateral L
228,57,-93,lateral L
230,58,-86,lateral L
232,57,-80,lateral L
231,59,-78,lateral L
230,57,-83,lateral L
231,57,-89,lateral L
230,58,-75,lateral L
230,57,-81,lateral L
224,53,-89,lateral L
228,52,-86,lateral L
235,58,-71,lateral L
231,57,-88,lateral L
234,56,-81,lateral L
231,55,-89,lateral L
227,54,-92,lateral L
231,51,-90,lateral L
235,54,-75,lateral L
227,55,-88,lateral L
235,56,-88,lateral L
223,58,-88,lateral L
235,55,-81,lateral L
230,53,-73,lateral L
227,55,-92,lateral L
224,53,-100,lateral L
227,54,-79,lateral L
222,52,-90,lateral L
230,55,-85,lateral L
230,54,-91,lateral L
231,53,-86,lateral L
230,54,-92,lateral L
234,57,-74,lateral L
229,52,-82,lateral L
234,52,-77,lateral L
237,56,-83,lateral L
233,55,-84,lateral L
236,51,-78,lateral L
230,52,-79,lateral L
231,53,-76,lateral L
232,54,-79,lateral L
228,57,-77,lateral L
229,52,-91,lateral L
235,54,-79,lateral L
231,54,-90,lateral L
235,51,-72,lateral L
227,54,-84,lateral L
231,51,-91,lateral L
235,52,-74,lateral L
234,58,-77,lateral L
228,57,-86,lateral L
233,54,-83,lateral L
238,56,-72,lateral L
237,56,-79,lateral L
231,56,-72,lateral L
234,56,-76,lateral L
230,56,-80,lateral L
232,54,-79,lateral L
235,55,-77,lateral L
231,56,-77,lateral L
240,53,-74,lateral L
231,57,-73,lateral L
236,59,-68,lateral L
228,55,-81,lateral L
228,53,-85,lateral L
234,56,-76,lateral L
229,53,-82,lateral L
235,52,-78,lateral L
234,52,-79,lateral L
235,50,-71,lateral L
238,52,-67,lateral L
236,50,-68,lateral L
238,51,-79,lateral L
242,50,-80,lateral L
233,47,-82,lateral L
230,49,-73,lateral L
230,47,-84,lateral L
241,54,-67,lateral L
235,52,-81,lateral L
233,49,-82,lateral L
240,54,-72,lateral L
238,49,-74,lateral L
234,52,-72,lateral L
237,52,-76,lateral L
232,51,-81,lateral L
233,51,-79,lateral L
230,50,-74,lateral L
235,49,-75,lateral L
236,49,-72,lateral L
236,49,-73,lateral L
237,50,-87,lateral L
234,50,-73,lateral L
230,49,-86,lateral L
234,49,-78,lateral L
233,49,-77,lateral L
237,49,-68,lateral L
237,51,-66,lateral L
238,48,-77,lateral L
231,44,-74,lateral L
235,44,-80,lateral L
230,44,-76,lateral L
243,46,-67,lateral L
239,49,-75,lateral L
236,50,-74,lateral L
236,50,-68,lateral L
237,53,-72,lateral L
235,54,-71,lateral L
242,52,-66,lateral L
236,50,-65,lateral L
239,49,-72,lateral L
232,49,-70,lateral L
238,47,-74,lateral L
230,47,-76,lateral L
238,46,-71,lateral L
236,48,-68,lateral L
236,47,-68,lateral L
232,48,-76,lateral L
236,51,-73,lateral L
232,47,-75,lateral L
240,49,-62,lateral L
232,48,-69,lateral L
238,46,-65,lateral L
233,46,-72,lateral L
238,47,-75,lateral L
236,45,-71,lateral L
238,47,-63,lateral L
241,46,-66,lateral L
239,46,-68,lateral L
243,45,-58,lateral L
242,45,-65,lateral L
250,47,-54,lateral L
243,46,-57,lateral L
241,45,-59,lateral L
235,42,-62,lateral L
244,45,-58,lateral L
243,44,-59,lateral L
243,49,-63,lateral L
237,47,-74,lateral L
242,56,-65,lateral L
237,55,-67,lateral L
237,53,-63,lateral L
236,50,-69,lateral L
234,48,-60,lateral L
235,47,-64,lateral L
242,47,-57,lateral L
237,43,-72,lateral L
239,42,-73,lateral L
242,46,-58,lateral L
241,47,-63,lateral L
241,47,-64,lateral L
245,48,-62,lateral L
237,44,-71,lateral L
239,46,-72,lateral L
243,48,-63,lateral L
242,45,-70,lateral L
239,46,-70,lateral L
244,45,-70,lateral L
241,47,-62,lateral L
239,45,-60,lateral L
243,46,-72,lateral L
234,47,-67,lateral L
