X,Y,Z,pos
-51,-69,-216,supine
-59,-75,-256,supine
-65,-66,-218,supine
-62,-62,-210,supine
-57,-64,-218,supine
-66,-69,-233,supine
-54,-74,-220,supine
-53,-75,-228,supine
-51,-76,-225,supine
-45,-73,-218,supine
-40,-66,-206,supine
-44,-64,-215,supine
-47,-68,-222,supine
-55,-82,-229,supine
-48,-81,-206,supine
-45,-86,-207,supine
-47,-87,-224,supine
-51,-92,-230,supine
-42,-81,-194,supine
-46,-82,-212,supine
-57,-92,-234,supine
-37,-83,-205,supine
-41,-86,-214,supine
-42,-96,-204,supine
-48,-119,-205,supine
-46,-117,-204,supine
-41,-109,-224,supine
-42,-91,-218,supine
-41,-77,-217,supine
-46,-70,-238,supine
-45,-69,-224,supine
-51,-71,-223,supine
-55,-86,-221,supine
-54,-93,-224,supine
-46,-91,-212,supine
-45,-90,-213,supine
-45,-106,-227,supine
-43,-105,-228,supine
-44,-97,-219,supine
-41,-85,-214,supine
-43,-78,-233,supine
-39,-73,-214,supine
-42,-77,-224,supine
-36,-83,-219,supine
-41,-82,-235,supine
-39,-88,-209,supine
-37,-84,-216,supine
-38,-82,-220,supine
-41,-79,-231,supine
-39,-79,-234,supine
-46,-83,-227,supine
-43,-80,-226,supine
-48,-82,-224,supine
-50,-81,-233,supine
-47,-79,-224,supine
-44,-77,-218,supine
-42,-82,-217,supine
-44,-82,-222,supine
-41,-88,-222,supine
-44,-83,-223,supine
-36,-81,-229,supine
-48,-79,-222,supine
-43,-77,-236,supine
-38,-77,-227,supine
-44,-76,-234,supine
-42,-77,-220,supine
-44,-78,-226,supine
-43,-76,-222,supine
-47,-77,-234,supine
-47,-77,-240,supine
-38,-77,-220,supine
-30,-78,-227,supine
-12,-77,-216,supine
-36,-85,-238,supine
-39,-89,-231,supine
-38,-69,-212,supine
-35,-59,-221,supine
-42,-65,-235,supine
-46,-79,-240,supine
-46,-82,-225,supine
-48,-83,-239,supine
-34,-81,-222,supine
-39,-76,-217,supine
-53,-71,-217,supine
-55,-73,-224,supine
-47,-80,-234,supine
-50,-79,-220,supine
-54,-73,-217,supine
-38,-80,-213,supine
-41,-88,-212,supine
-30,-77,-222,supine
-26,-76,-234,supine
-21,-72,-233,supine
-21,-74,-241,supine
-18,-74,-235,supine
-18,-68,-228,supine
-19,-61,-233,supine
-27,-66,-222,supine
-24,-67,-219,supine
-31,-73,-225,supine
-34,-72,-225,supine
-44,-71,-235,supine
-36,-64,-231,supine
-27,-65,-223,supine
-42,-61,-211,supine
-49,-60,-220,supine
-9,-70,-240,supine
-23,-72,-213,supine
-34,-66,-228,supine
-25,-59,-235,supine
-11,-62,-248,supine
-13,-61,-237,supine
-13,-62,-234,supine
-17,-64,-234,supine
-17,-72,-245,supine
-24,-68,-229,supine
-29,-64,-242,supine
-28,-63,-236,supine
-29,-63,-245,supine
-27,-62,-253,supine
-32,-57,-233,supine
-24,-49,-229,supine
-12,-44,-214,supine
-13,-44,-223,supine
-24,-56,-220,supine
-24,-47,-230,supine
-23,-66,-222,supine
-37,-71,-238,supine
-25,-56,-236,supine
-27,-56,-242,supine
-26,-54,-222,supine
-26,-49,-238,supine
-25,-50,-230,supine
-18,-50,-241,supine
-12,-49,-237,supine
-14,-54,-232,supine
-23,-59,-242,supine
-20,-60,-235,supine
-27,-63,-241,supine
-25,-59,-238,supine
-33,-60,-238,supine
-26,-56,-235,supine
-30,-58,-241,supine
-32,-57,-228,supine
-28,-59,-238,supine
-35,-65,-246,supine
-29,-58,-224,supine
-31,-61,-241,supine
-32,-57,-229,supine
-26,-53,-233,supine
-26,-55,-233,supine
-24,-56,-237,supine
-19,-56,-236,supine
-21,-57,-237,supine
-20,-53,-231,supine
-19,-54,-220,supine
-18,-54,-239,supine
-19,-50,-225,supine
-24,-51,-244,supine
-25,-56,-239,supine
-31,-55,-239,supine
-24,-54,-228,supine
-25,-53,-230,supine
-27,-53,-233,supine
-26,-52,-225,supine
-27,-53,-236,supine
-21,-56,-230,supine
-24,-55,-233,supine
-24,-59,-231,supine
-28,-59,-241,supine
-24,-56,-230,supine
-19,-54,-234,supine
-23,-59,-229,supine
-32,-57,-240,supine
-22,-58,-223,supine
-21,-56,-218,supine
-18,-54,-230,supine
-21,-62,-234,supine
-23,-58,-229,supine
-29,-60,-243,supine
-22,-57,-238,supine
-19,-54,-225,supine
-27,-54,-236,supine
-24,-56,-239,supine
-25,-54,-228,supine
-22,-56,-225,supine
-25,-55,-240,supine
-19,-59,-234,supine
-18,-56,-228,supine
-23,-53,-223,supine
-22,-55,-241,supine
-23,-57,-237,supine
-21,-59,-236,supine
-24,-57,-236,supine
-20,-53,-227,supine
-17,-52,-226,supine
-23,-53,-230,supine
-20,-56,-232,supine
-27,-60,-243,supine
-23,-56,-230,supine
-25,-56,-237,supine
-30,-56,-244,supine
-23,-56,-231,supine
-21,-56,-231,supine
-25,-59,-226,supine
-19,-61,-236,supine
-24,-60,-238,supine
-26,-57,-243,supine
-21,-55,-237,supine
-24,-53,-232,supine
-23,-52,-224,supine
-24,-56,-244,supine
-19,-54,-233,supine
-21,-57,-226,supine
-23,-54,-229,supine
-25,-56,-231,supine
-19,-55,-229,supine
-25,-54,-237,supine
-21,-53,-238,supine
-25,-55,-238,supine
-21,-57,-228,supine
-27,-58,-237,supine
-25,-53,-229,supine
-25,-56,-246,supine
-24,-54,-227,supine
-24,-54,-231,supine
-24,-55,-230,supine
-27,-56,-237,supine
-17,-55,-228,supine
-21,-54,-235,supine
-26,-55,-236,supine
-24,-52,-238,supine
-18,-52,-229,supine
-22,-56,-237,supine
-27,-56,-240,supine
-28,-57,-238,supine
-31,-55,-231,supine
-25,-52,-244,supine
-22,-54,-234,supine
-22,-54,-229,supine
-22,-55,-236,supine
-26,-56,-251,supine
-23,-56,-236,supine
-29,-58,-235,supine
-29,-54,-227,supine
-27,-55,-235,supine
-26,-49,-224,supine
-25,-50,-229,supine
-20,-47,-221,supine
-21,-51,-241,supine
-23,-55,-241,supine
-23,-55,-235,supine
-19,-55,-234,supine
-27,-56,-232,supine
-29,-53,-233,supine
-18,-48,-231,supine
-19,-53,-224,supine
-19,-55,-226,supine
-25,-54,-241,supine
-23,-51,-231,supine
-29,-53,-240,supine
-18,-49,-223,supine
-29,-54,-237,supine
-29,-55,-242,supine
-30,-52,-239,supine
-22,-48,-223,supine
-28,-53,-244,supine
-20,-53,-228,supine
-22,-49,-234,supine
-27,-50,-239,supine
-22,-48,-234,supine
-24,-50,-242,supine
-30,-53,-240,supine
-26,-55,-243,supine
-25,-54,-228,supine
-27,-54,-238,supine
-24,-50,-238,supine
-27,-54,-242,supine
-21,-54,-233,supine
-23,-49,-230,supine
-23,-47,-230,supine
-27,-50,-241,supine
-23,-52,-243,supine
-30,-57,-245,supine
-29,-55,-235,supine
-24,-54,-232,supine
-22,-56,-233,supine
-23,-53,-233,supine
-25,-50,-234,supine
-29,-57,-245,supine
-28,-52,-228,supine
-20,-50,-226,supine
-21,-51,-235,supine
-23,-54,-232,supine
-24,-55,-233,supine
-29,-57,-234,supine
-24,-57,-245,supine
-22,-56,-233,supine
-22,-55,-242,supine
-21,-54,-235,supine
-20,-54,-235,supine
-29,-58,-242,supine
-23,-57,-233,supine
-22,-53,-232,supine
-23,-55,-235,supine
-29,-55,-237,supine
-25,-54,-241,supine
-27,-56,-238,supine
-24,-60,-234,supine
-25,-54,-233,supine
-28,-60,-238,supine
-20,-53,-229,supine
-27,-57,-242,supine
-22,-51,-228,supine
-14,-51,-230,supine
-21,-55,-243,supine
-24,-56,-238,supine
-30,-58,-241,supine
-25,-56,-238,supine
-20,-60,-234,supine
-23,-56,-225,supine
-27,-54,-230,supine
-28,-55,-231,supine
-27,-56,-237,supine
-21,-55,-226,supine
-19,-57,-232,supine
-19,-54,-231,supine
-19,-56,-237,supine
-25,-58,-242,supine
-19,-61,-236,supine
-21,-55,-242,supine
-21,-56,-230,supine
-23,-57,-238,supine
-26,-59,-240,supine
-27,-57,-240,supine
-21,-58,-237,supine
-20,-55,-230,supine
-21,-57,-228,supine
-26,-56,-238,supine
-20,-60,-245,supine
-24,-59,-236,supine
-23,-60,-229,supine
-18,-60,-233,supine
-17,-59,-232,supine
-22,-62,-236,supine
-21,-56,-232,supine
