X,Y,Z,pos
278,66,17,lateral L
267,72,13,lateral L
266,76,20,lateral L
261,77,4,lateral L
255,68,1,lateral L
250,69,7,lateral L
264,75,5,lateral L
263,86,5,lateral L
268,74,-5,lateral L
259,77,-7,lateral L
256,82,7,lateral L
258,92,4,lateral L
258,87,-3,lateral L
259,78,3,lateral L
258,75,14,lateral L
260,67,25,lateral L
276,75,30,lateral L
292,69,33,lateral L
271,76,21,lateral L
270,74,24,lateral L
279,73,29,lateral L
279,73,29,lateral L
270,65,25,lateral L
264,68,16,lateral L
265,68,12,lateral L
270,67,10,lateral L
271,62,13,lateral L
268,67,6,lateral L
272,83,28,lateral L
271,83,23,lateral L
264,82,38,lateral L
268,77,32,lateral L
268,68,26,lateral L
264,72,23,lateral L
269,73,10,lateral L
258,69,1,lateral L
268,70,7,lateral L
267,61,22,lateral L
271,73,9,lateral L
266,73,20,lateral L
261,54,21,lateral L
257,77,7,lateral L
262,67,-4,lateral L
266,71,0,lateral L
268,65,14,lateral L
272,65,12,lateral L
266,63,2,lateral L
270,59,20,lateral L
275,64,15,lateral L
268,65,0,lateral L
256,66,14,lateral L
270,65,20,lateral L
278,67,26,lateral L
276,66,20,lateral L
273,69,21,lateral L
272,68,23,lateral L
272,66,13,lateral L
269,67,16,lateral L
267,65,21,lateral L
273,67,21,lateral L
271,68,25,lateral L
268,65,8,lateral L
267,65,12,lateral L
269,69,17,lateral L
269,70,24,lateral L
268,67,15,lateral L
269,69,9,lateral L
266,71,9,lateral L
267,67,12,lateral L
265,66,18,lateral L
267,67,12,lateral L
266,69,9,lateral L
267,65,8,lateral L
273,65,24,lateral L
271,63,17,lateral L
267,67,12,lateral L
271,64,25,lateral L
272,66,21,lateral L
273,66,18,lateral L
273,71,19,lateral L
269,65,25,lateral L
277,68,23,lateral L
267,68,10,lateral L
271,67,28,lateral L
272,66,5,lateral L
263,67,12,lateral L
267,65,16,lateral L
272,69,27,lateral L
269,67,24,lateral L
265,65,8,lateral L
260,62,10,lateral L
269,69,15,lateral L
266,67,26,lateral L
264,61,3,lateral L
278,65,17,lateral L
266,67,16,lateral L
268,52,30,lateral L
277,58,25,lateral L
277,69,14,lateral L
271,58,21,lateral L
268,54,18,lateral L
270,62,5,lateral L
269,65,7,lateral L
267,58,15,lateral L
254,56,7,lateral L
260,56,6,lateral L
265,61,11,lateral L
271,63,-4,lateral L
269,64,11,lateral L
267,63,-3,lateral L
270,63,8,lateral L
269,68,9,lateral L
274,63,9,lateral L
275,60,14,lateral L
289,55,22,lateral L
272,60,5,lateral L
266,55,7,lateral L
265,59,0,lateral L
272,57,6,lateral L
274,57,4,lateral L
260,57,-1,lateral L
276,57,17,lateral L
277,53,6,lateral L
274,53,-1,lateral L
273,55,6,lateral L
