X,Y,Z,pos
-228,74,29,lateral R
-226,74,19,lateral R
-232,78,17,lateral R
-225,76,13,lateral R
-227,76,24,lateral R
-227,80,11,lateral R
-227,75,14,lateral R
-232,76,20,lateral R
-227,76,13,lateral R
-227,77,13,lateral R
-231,80,19,lateral R
-222,80,23,lateral R
-232,75,17,lateral R
-225,78,16,lateral R
-227,74,3,lateral R
-232,76,13,lateral R
-232,80,21,lateral R
-222,78,12,lateral R
-223,75,16,lateral R
-226,80,10,lateral R
-221,80,8,lateral R
-229,79,15,lateral R
-225,78,13,lateral R
-225,76,11,lateral R
-224,74,15,lateral R
-233,78,11,lateral R
-224,78,2,lateral R
-229,77,13,lateral R
-228,82,16,lateral R
-223,82,6,lateral R
-229,77,10,lateral R
-234,76,7,lateral R
-206,81,5,lateral R
-211,71,11,lateral R
-223,69,2,lateral R
-238,71,17,lateral R
-246,74,29,lateral R
-238,75,19,lateral R
-229,78,-3,lateral R
-222,81,-8,lateral R
-231,88,18,lateral R
-230,82,31,lateral R
-233,84,8,lateral R
-231,81,15,lateral R
-230,74,11,lateral R
-233,71,11,lateral R
-233,70,3,lateral R
-233,73,5,lateral R
-227,71,3,lateral R
-228,75,-1,lateral R
-227,77,5,lateral R
-229,79,5,lateral R
-226,81,9,lateral R
-225,82,1,lateral R
-233,82,3,lateral R
-228,81,-4,lateral R
-229,81,13,lateral R
-226,80,4,lateral R
-233,83,2,lateral R
-228,80,-2,lateral R
-228,81,5,lateral R
-228,82,7,lateral R
-230,84,5,lateral R
-230,82,10,lateral R
-225,81,3,lateral R
-226,79,1,lateral R
-223,87,1,lateral R
-213,82,2,lateral R
-222,85,-5,lateral R
-227,89,2,lateral R
-227,87,16,lateral R
-223,84,9,lateral R
-229,82,23,lateral R
-233,83,13,lateral R
-232,81,10,lateral R
-229,83,10,lateral R
-223,83,8,lateral R
-227,78,18,lateral R
-228,78,27,lateral R
-225,83,16,lateral R
-226,80,12,lateral R
-220,77,12,lateral R
-218,80,9,lateral R
-214,81,-6,lateral R
-216,81,-8,lateral R
-219,83,0,lateral R
-223,84,5,lateral R
-223,85,-2,lateral R
-223,86,-2,lateral R
-220,82,6,lateral R
-224,84,4,lateral R
-224,81,12,lateral R
-224,84,14,lateral R
-228,82,20,lateral R
-222,82,22,lateral R
-231,80,5,lateral R
-229,84,5,lateral R
-228,80,10,lateral R
-234,85,15,lateral R
-226,82,3,lateral R
-221,83,9,lateral R
-223,82,3,lateral R
-227,76,12,lateral R
-225,75,14,lateral R
-220,77,4,lateral R
-227,74,9,lateral R
-224,79,-2,lateral R
-229,80,10,lateral R
-228,78,-1,lateral R
-226,77,11,lateral R
-231,80,11,lateral R
-235,77,23,lateral R
-236,79,15,lateral R
-234,79,15,lateral R
-230,80,11,lateral R
-232,81,11,lateral R
-235,80,12,lateral R
-231,77,7,lateral R
-238,78,7,lateral R
-231,82,11,lateral R
-228,75,19,lateral R
-228,76,13,lateral R
-226,76,18,lateral R
-231,80,14,lateral R
-225,77,7,lateral R
-227,75,13,lateral R
-225,79,12,lateral R
-226,78,12,lateral R
-229,78,26,lateral R
-225,76,22,lateral R
-228,77,21,lateral R
-232,78,16,lateral R
-228,77,13,lateral R
-232,74,20,lateral R
-228,75,11,lateral R
-226,76,7,lateral R
-228,76,8,lateral R
-225,76,9,lateral R
-227,80,11,lateral R
-228,79,4,lateral R
-231,78,15,lateral R
-227,77,-1,lateral R
-225,77,9,lateral R
-227,76,15,lateral R
-226,76,7,lateral R
-232,76,10,lateral R
-236,73,16,lateral R
-231,77,13,lateral R
-231,73,20,lateral R
-229,75,8,lateral R
-233,79,15,lateral R
-231,76,8,lateral R
-236,76,15,lateral R
-234,76,29,lateral R
-233,73,18,lateral R
-227,74,16,lateral R
-230,69,11,lateral R
-224,71,11,lateral R
-227,75,23,lateral R
-226,76,21,lateral R
-227,72,20,lateral R
-231,72,19,lateral R
-226,70,24,lateral R
-226,73,9,lateral R
-217,73,12,lateral R
-223,69,19,lateral R
-226,69,20,lateral R
-224,73,14,lateral R
-229,75,15,lateral R
-230,74,26,lateral R
-228,73,27,lateral R
-230,70,33,lateral R
-228,71,21,lateral R
-225,69,17,lateral R
-233,71,24,lateral R
-231,72,24,lateral R
-225,71,15,lateral R
-232,73,25,lateral R
-230,72,22,lateral R
-232,64,30,lateral R
-237,67,30,lateral R
-232,65,33,lateral R
