X,Y,Z,pos
-233,52,22,lateral R
-236,57,27,lateral R
-234,55,24,lateral R
-229,56,11,lateral R
-237,57,12,lateral R
-240,56,30,lateral R
-233,57,15,lateral R
-231,54,8,lateral R
-233,57,23,lateral R
-236,58,23,lateral R
-236,58,21,lateral R
-239,59,21,lateral R
-234,60,22,lateral R
-232,57,20,lateral R
-231,59,17,lateral R
-237,59,12,lateral R
-237,58,24,lateral R
-231,58,14,lateral R
-226,53,12,lateral R
-236,54,20,lateral R
-229,53,12,lateral R
-232,52,10,lateral R
-233,53,14,lateral R
-237,55,17,lateral R
-233,54,26,lateral R
-236,56,16,lateral R
-239,57,26,lateral R
-233,57,20,lateral R
-234,57,16,lateral R
-235,57,0,lateral R
-231,58,24,lateral R
-234,57,16,lateral R
-239,56,15,lateral R
-238,57,31,lateral R
-239,57,13,lateral R
-239,57,23,lateral R
-239,56,19,lateral R
-232,57,20,lateral R
-224,54,16,lateral R
-233,53,21,lateral R
-231,54,10,lateral R
-228,51,17,lateral R
-235,51,23,lateral R
-236,52,20,lateral R
-235,52,16,lateral R
-234,51,24,lateral R
-239,53,22,lateral R
-234,58,17,lateral R
-239,55,19,lateral R
-235,54,13,lateral R
-236,53,20,lateral R
-238,55,17,lateral R
-232,55,15,lateral R
-233,54,12,lateral R
-232,54,18,lateral R
-233,53,15,lateral R
-228,55,5,lateral R
-228,51,18,lateral R
-232,53,23,lateral R
-239,52,27,lateral R
-236,52,26,lateral R
-233,53,23,lateral R
-232,50,22,lateral R
-238,49,21,lateral R
-234,48,23,lateral R
-232,51,20,lateral R
-230,48,15,lateral R
-228,52,19,lateral R
-235,49,13,lateral R
-237,47,23,lateral R
-232,47,28,lateral R
-237,52,25,lateral R
-233,48,25,lateral R
-235,53,23,lateral R
-234,52,20,lateral R
-233,50,12,lateral R
-237,52,23,lateral R
-235,49,19,lateral R
-232,47,9,lateral R
-236,48,19,lateral R
-242,49,28,lateral R
-236,50,22,lateral R
-239,49,16,lateral R
-233,53,20,lateral R
-233,52,26,lateral R
-239,48,30,lateral R
-238,47,35,lateral R
-237,49,28,lateral R
-231,49,17,lateral R
-233,47,21,lateral R
-232,47,19,lateral R
-235,47,15,lateral R
-235,43,15,lateral R
-234,41,21,lateral R
-235,47,26,lateral R
-234,47,20,lateral R
-235,46,33,lateral R
-237,45,31,lateral R
-242,47,27,lateral R
-242,48,32,lateral R
-238,49,24,lateral R
-233,47,31,lateral R
-239,47,24,lateral R
-235,48,29,lateral R
-234,47,28,lateral R
-236,43,32,lateral R
-234,45,31,lateral R
-236,46,27,lateral R
-225,41,24,lateral R
-239,42,34,lateral R
-240,46,42,lateral R
-237,43,23,lateral R
-235,42,15,lateral R
-237,43,33,lateral R
-239,46,27,lateral R
-238,43,33,lateral R
-236,46,39,lateral R
-240,44,27,lateral R
-234,47,30,lateral R
-234,46,26,lateral R
-239,43,34,lateral R
-232,43,25,lateral R
-240,47,28,lateral R
-242,45,16,lateral R
-237,48,27,lateral R
-238,44,21,lateral R
-237,47,23,lateral R
-235,44,22,lateral R
-240,42,23,lateral R
-233,39,40,lateral R
-236,41,38,lateral R
-236,42,22,lateral R
-232,45,21,lateral R
-232,45,31,lateral R
-235,45,18,lateral R
-242,41,27,lateral R
-236,45,21,lateral R
-232,49,5,lateral R
-241,44,18,lateral R
-235,42,13,lateral R
-240,46,17,lateral R
-239,42,15,lateral R
-240,43,12,lateral R
-236,42,25,lateral R
-237,38,24,lateral R
-242,44,26,lateral R
-235,41,21,lateral R
-240,44,17,lateral R
-239,46,18,lateral R
-239,42,23,lateral R
-240,45,22,lateral R
-241,45,24,lateral R
-234,43,24,lateral R
-230,44,14,lateral R
-238,46,16,lateral R
-239,45,19,lateral R
-238,46,17,lateral R
-240,46,11,lateral R
-238,41,26,lateral R
-240,43,24,lateral R
-234,40,22,lateral R
-232,43,14,lateral R
-236,43,15,lateral R
-238,48,19,lateral R
-243,42,26,lateral R
-236,41,28,lateral R
-241,44,18,lateral R
-241,44,12,lateral R
-243,42,32,lateral R
-238,42,22,lateral R
