X,Y,Z,pos
229,85,13,lateral L
235,91,17,lateral L
243,87,24,lateral L
241,90,28,lateral L
239,84,24,lateral L
241,90,26,lateral L
233,88,13,lateral L
228,79,14,lateral L
232,79,9,lateral L
232,87,14,lateral L
238,85,19,lateral L
237,83,26,lateral L
240,76,14,lateral L
243,74,5,lateral L
240,70,-4,lateral L
241,78,10,lateral L
243,76,18,lateral L
244,78,-2,lateral L
232,82,8,lateral L
225,82,13,lateral L
237,82,8,lateral L
241,86,14,lateral L
238,80,10,lateral L
241,80,2,lateral L
242,80,13,lateral L
245,77,15,lateral L
247,76,23,lateral L
242,76,12,lateral L
244,78,10,lateral L
234,80,10,lateral L
239,82,14,lateral L
241,85,19,lateral L
233,85,8,lateral L
240,78,-2,lateral L
243,75,4,lateral L
238,76,4,lateral L
238,77,4,lateral L
245,70,15,lateral L
241,76,10,lateral L
241,74,17,lateral L
243,72,6,lateral L
239,71,17,lateral L
245,69,21,lateral L
245,73,29,lateral L
247,69,32,lateral L
247,68,21,lateral L
244,73,14,lateral L
247,72,2,lateral L
243,70,12,lateral L
242,69,9,lateral L
239,65,18,lateral L
243,70,22,lateral L
241,68,26,lateral L
240,69,16,lateral L
247,73,13,lateral L
246,69,6,lateral L
237,72,21,lateral L
241,74,6,lateral L
247,72,2,lateral L
246,71,14,lateral L
244,69,14,lateral L
243,71,12,lateral L
245,68,14,lateral L
244,69,12,lateral L
245,65,10,lateral L
242,68,4,lateral L
245,66,1,lateral L
241,64,1,lateral L
247,66,-2,lateral L
250,64,4,lateral L
246,61,10,lateral L
250,65,13,lateral L
248,59,13,lateral L
245,60,20,lateral L
249,62,14,lateral L
244,66,10,lateral L
249,63,11,lateral L
249,68,11,lateral L
242,69,13,lateral L
246,65,6,lateral L
254,66,-2,lateral L
252,62,11,lateral L
252,67,-5,lateral L
248,62,2,lateral L
245,60,7,lateral L
247,62,16,lateral L
249,68,19,lateral L
242,68,12,lateral L
242,67,-10,lateral L
242,64,3,lateral L
248,66,4,lateral L
248,68,-5,lateral L
243,59,9,lateral L
241,60,18,lateral L
240,68,25,lateral L
247,67,5,lateral L
238,68,18,lateral L
246,65,3,lateral L
238,69,12,lateral L
245,71,2,lateral L
235,70,13,lateral L
237,68,6,lateral L
242,64,15,lateral L
242,65,1,lateral L
244,67,10,lateral L
242,69,12,lateral L
243,65,3,lateral L
237,66,8,lateral L
241,64,13,lateral L
