X,Y,Z,pos
-230,82,3,lateral R
-233,86,13,lateral R
-233,90,7,lateral R
-227,87,14,lateral R
-223,83,2,lateral R
-234,86,21,lateral R
-230,87,22,lateral R
-233,87,31,lateral R
-228,85,19,lateral R
-227,86,10,lateral R
-223,84,9,lateral R
-224,81,18,lateral R
-226,80,15,lateral R
-228,80,23,lateral R
-224,81,20,lateral R
-224,82,14,lateral R
-226,82,11,lateral R
-226,77,15,lateral R
-230,75,6,lateral R
-229,72,17,lateral R
-222,74,9,lateral R
-228,77,12,lateral R
-234,71,19,lateral R
-237,73,21,lateral R
-229,72,16,lateral R
-227,78,10,lateral R
-229,83,5,lateral R
-225,81,17,lateral R
-235,87,29,lateral R
-232,83,8,lateral R
-229,73,13,lateral R
-216,82,16,lateral R
-225,69,4,lateral R
-230,75,8,lateral R
-234,66,12,lateral R
-229,73,4,lateral R
-228,73,11,lateral R
-223,84,2,lateral R
-229,78,11,lateral R
-231,71,7,lateral R
-236,76,10,lateral R
-236,79,8,lateral R
-231,72,10,lateral R
-219,70,-1,lateral R
-224,75,12,lateral R
-232,80,4,lateral R
-231,80,23,lateral R
-222,75,14,lateral R
-232,78,10,lateral R
-233,77,21,lateral R
-229,72,17,lateral R
-235,74,19,lateral R
-231,71,20,lateral R
-229,73,13,lateral R
-233,76,9,lateral R
-230,73,14,lateral R
-233,76,7,lateral R
-233,73,22,lateral R
-225,71,7,lateral R
-228,72,15,lateral R
-230,72,19,lateral R
-235,76,18,lateral R
-230,76,12,lateral R
-226,74,23,lateral R
-236,76,11,lateral R
-241,72,11,lateral R
-231,67,20,lateral R
-236,67,14,lateral R
-232,66,20,lateral R
-232,64,22,lateral R
-225,68,3,lateral R
-229,69,-10,lateral R
-227,71,5,lateral R
-227,75,7,lateral R
-221,78,7,lateral R
-229,77,5,lateral R
-232,78,19,lateral R
-228,72,16,lateral R
-227,76,8,lateral R
-236,70,4,lateral R
-228,68,7,lateral R
-229,73,12,lateral R
-227,71,9,lateral R
-229,72,0,lateral R
-227,72,15,lateral R
-230,71,11,lateral R
-237,71,17,lateral R
-227,68,10,lateral R
-234,71,6,lateral R
-236,70,18,lateral R
-229,67,11,lateral R
-229,70,14,lateral R
-234,69,17,lateral R
-224,67,13,lateral R
-233,68,12,lateral R
-232,71,12,lateral R
-233,74,8,lateral R
-226,65,20,lateral R
-233,72,12,lateral R
-230,71,22,lateral R
-232,67,23,lateral R
-225,68,17,lateral R
-228,69,15,lateral R
-228,69,16,lateral R
-234,70,31,lateral R
-237,66,24,lateral R
-231,63,26,lateral R
-237,64,19,lateral R
-231,64,12,lateral R
-231,63,13,lateral R
-228,63,8,lateral R
-232,68,17,lateral R
-235,65,19,lateral R
-234,67,27,lateral R
-228,65,14,lateral R
-231,63,31,lateral R
-233,64,19,lateral R
-230,64,26,lateral R
-234,64,29,lateral R
-237,64,22,lateral R
-234,65,20,lateral R
-230,64,23,lateral R
-236,64,26,lateral R
-236,64,18,lateral R
-235,64,21,lateral R
-228,63,20,lateral R
-229,67,22,lateral R
-233,66,14,lateral R
-229,63,15,lateral R
-231,62,9,lateral R
-236,64,31,lateral R
-232,62,24,lateral R
-231,64,28,lateral R
-235,62,19,lateral R
-229,66,10,lateral R
-241,65,11,lateral R
-228,63,23,lateral R
-231,61,30,lateral R
-236,67,14,lateral R
-238,65,21,lateral R
-231,63,13,lateral R
-230,63,24,lateral R
-236,65,13,lateral R
-233,65,24,lateral R
-233,67,9,lateral R
-233,64,14,lateral R
-228,63,18,lateral R
-225,64,10,lateral R
-235,64,12,lateral R
-231,63,16,lateral R
-235,65,15,lateral R
-231,67,15,lateral R
-230,65,10,lateral R
-232,67,10,lateral R
-230,68,7,lateral R
-232,63,18,lateral R
-231,65,16,lateral R
-234,65,15,lateral R
-234,64,9,lateral R
-232,63,11,lateral R
-228,66,8,lateral R
-228,68,3,lateral R
-235,70,8,lateral R
-235,67,19,lateral R
-231,64,12,lateral R
-230,67,5,lateral R
-237,70,18,lateral R
-234,69,18,lateral R
-228,64,10,lateral R
-232,67,-4,lateral R
-238,66,23,lateral R
-234,69,7,lateral R
-235,64,10,lateral R
-229,67,13,lateral R
-223,66,19,lateral R
-231,67,4,lateral R
-236,68,8,lateral R
-230,69,6,lateral R
-232,69,15,lateral R
-235,70,24,lateral R
-235,65,19,lateral R
-234,65,25,lateral R
-230,62,19,lateral R
-234,68,19,lateral R
-228,68,14,lateral R
-229,64,16,lateral R
-230,67,13,lateral R
-234,70,9,lateral R
-232,69,5,lateral R
-228,70,14,lateral R
-235,73,13,lateral R
-232,69,13,lateral R
-232,66,12,lateral R
-235,68,23,lateral R
-227,67,19,lateral R
-227,67,11,lateral R
-230,66,15,lateral R
-226,68,2,lateral R
-230,66,2,lateral R
-228,67,10,lateral R
-238,72,20,lateral R
-237,73,10,lateral R
-229,69,17,lateral R
-222,70,14,lateral R
-233,73,12,lateral R
-230,73,20,lateral R
-228,70,22,lateral R
-229,71,10,lateral R
-229,66,11,lateral R
-228,69,20,lateral R
-235,71,20,lateral R
-233,71,11,lateral R
-232,69,12,lateral R
-229,67,19,lateral R
-227,66,19,lateral R
-226,72,13,lateral R
-235,75,16,lateral R
-234,74,14,lateral R
-232,72,26,lateral R
-229,68,20,lateral R
-225,73,7,lateral R
-235,72,11,lateral R
-234,70,19,lateral R
-231,71,10,lateral R
-226,71,9,lateral R
-229,71,15,lateral R
-230,73,13,lateral R
-235,70,18,lateral R
-230,69,3,lateral R
-234,74,13,lateral R
-232,71,21,lateral R
-232,73,19,lateral R
-228,69,12,lateral R
-228,69,14,lateral R
-235,72,11,lateral R
-227,69,6,lateral R
-231,68,0,lateral R
-230,72,9,lateral R
-228,72,13,lateral R
-230,70,8,lateral R
-230,68,19,lateral R
-229,67,4,lateral R
-231,71,17,lateral R
-233,70,18,lateral R
-224,67,8,lateral R
-226,68,13,lateral R
-232,69,8,lateral R
-234,67,17,lateral R
-229,71,13,lateral R
-232,70,13,lateral R
-226,70,12,lateral R
-229,69,17,lateral R
-234,70,21,lateral R
-232,70,20,lateral R
-235,66,20,lateral R
-233,71,9,lateral R
-234,70,21,lateral R
-234,64,17,lateral R
-229,65,13,lateral R
-229,67,15,lateral R
-231,68,9,lateral R
-239,68,25,lateral R
-244,67,22,lateral R
-234,68,22,lateral R
-230,61,23,lateral R
-227,69,19,lateral R
-233,67,18,lateral R
-235,65,23,lateral R
-232,67,21,lateral R
-233,69,16,lateral R
-233,65,35,lateral R
-232,67,20,lateral R
-229,66,16,lateral R
-228,68,12,lateral R
-234,67,10,lateral R
-234,68,23,lateral R
-233,66,23,lateral R
-228,66,16,lateral R
-229,65,17,lateral R
-231,65,10,lateral R
-233,65,26,lateral R
-238,70,17,lateral R
-238,68,15,lateral R
-231,67,20,lateral R
-230,63,24,lateral R
-237,63,22,lateral R
-237,61,17,lateral R
-236,59,17,lateral R
-235,63,13,lateral R
-234,64,21,lateral R
-231,60,21,lateral R
-229,61,11,lateral R
-229,65,7,lateral R
-235,64,17,lateral R
-241,62,23,lateral R
-232,60,13,lateral R
-235,68,14,lateral R
-231,65,21,lateral R
-233,63,20,lateral R
-229,62,14,lateral R
-232,66,21,lateral R
-241,63,20,lateral R
-230,61,25,lateral R
-228,63,21,lateral R
-236,67,16,lateral R
-235,66,13,lateral R
-240,64,19,lateral R
-235,64,12,lateral R
-233,65,18,lateral R
-233,64,15,lateral R
-233,63,29,lateral R
-231,66,26,lateral R
-230,65,9,lateral R
-234,67,-1,lateral R
-231,64,9,lateral R
-236,67,19,lateral R
-232,67,14,lateral R
-234,68,22,lateral R
-230,64,13,lateral R
-235,64,22,lateral R
-232,63,-3,lateral R
-233,64,-1,lateral R
-238,63,17,lateral R
-235,64,19,lateral R
-227,62,19,lateral R
-230,63,8,lateral R
-233,64,6,lateral R
-234,64,17,lateral R
-232,61,27,lateral R
-232,66,7,lateral R
-235,63,23,lateral R
-230,62,20,lateral R
-234,69,9,lateral R
-239,66,9,lateral R
-231,64,7,lateral R
-232,68,14,lateral R
-231,65,21,lateral R
-232,72,16,lateral R
-240,66,19,lateral R
-235,66,16,lateral R
-233,66,18,lateral R
-239,66,21,lateral R
-242,63,12,lateral R
-232,63,17,lateral R
-231,65,4,lateral R
-228,60,20,lateral R
-229,64,16,lateral R
-238,65,17,lateral R
-236,70,10,lateral R
-227,67,-7,lateral R
