X,Y,Z,pos
252,44,64,lateral L
251,44,59,lateral L
249,44,61,lateral L
248,47,55,lateral L
245,44,60,lateral L
245,42,63,lateral L
245,43,64,lateral L
247,42,55,lateral L
249,42,57,lateral L
251,40,53,lateral L
246,41,56,lateral L
248,40,52,lateral L
247,38,64,lateral L
250,43,54,lateral L
248,42,59,lateral L
247,40,55,lateral L
245,43,64,lateral L
246,43,64,lateral L
252,40,68,lateral L
252,36,63,lateral L
250,40,61,lateral L
252,40,62,lateral L
252,39,58,lateral L
248,40,63,lateral L
251,37,52,lateral L
250,38,58,lateral L
252,41,66,lateral L
246,39,65,lateral L
248,41,63,lateral L
247,41,61,lateral L
245,40,70,lateral L
251,39,58,lateral L
249,40,57,lateral L
249,37,58,lateral L
250,40,57,lateral L
251,40,62,lateral L
246,38,47,lateral L
253,39,58,lateral L
250,38,55,lateral L
250,36,57,lateral L
254,41,75,lateral L
249,38,46,lateral L
250,38,59,lateral L
253,39,60,lateral L
252,41,65,lateral L
247,38,59,lateral L
246,39,60,lateral L
250,36,57,lateral L
250,38,68,lateral L
248,39,66,lateral L
247,35,58,lateral L
253,37,68,lateral L
253,38,60,lateral L
247,40,60,lateral L
254,35,60,lateral L
251,35,68,lateral L
250,34,70,lateral L
250,36,66,lateral L
250,38,55,lateral L
249,37,64,lateral L
254,34,62,lateral L
248,33,50,lateral L
251,40,62,lateral L
252,39,60,lateral L
246,23,46,lateral L
251,25,58,lateral L
250,36,60,lateral L
252,32,51,lateral L
248,39,59,lateral L
243,36,66,lateral L
251,33,67,lateral L
253,38,66,lateral L
250,37,55,lateral L
252,40,58,lateral L
246,36,67,lateral L
248,36,62,lateral L
250,37,62,lateral L
248,34,48,lateral L
253,36,66,lateral L
249,37,62,lateral L
251,36,59,lateral L
250,37,69,lateral L
252,37,66,lateral L
251,39,72,lateral L
249,36,67,lateral L
251,37,53,lateral L
253,38,52,lateral L
246,36,54,lateral L
247,36,60,lateral L
252,36,57,lateral L
254,37,61,lateral L
