X,Y,Z,pos
33,154,194,prone
31,158,182,prone
22,157,178,prone
15,154,191,prone
27,160,179,prone
24,161,200,prone
27,164,184,prone
30,163,173,prone
30,162,192,prone
35,159,186,prone
34,162,180,prone
29,156,189,prone
27,150,204,prone
23,149,191,prone
27,154,173,prone
37,139,196,prone
33,141,197,prone
37,144,200,prone
41,154,181,prone
50,141,193,prone
49,141,181,prone
27,141,212,prone
37,151,191,prone
57,144,188,prone
48,147,195,prone
31,145,217,prone
27,148,197,prone
44,142,190,prone
52,140,195,prone
36,144,194,prone
27,142,202,prone
28,146,190,prone
39,138,200,prone
38,137,196,prone
42,143,185,prone
47,143,195,prone
42,145,194,prone
34,140,203,prone
41,144,190,prone
39,145,191,prone
44,141,204,prone
44,140,202,prone
50,136,188,prone
50,133,195,prone
36,130,210,prone
37,138,190,prone
34,132,197,prone
35,130,199,prone
45,130,194,prone
43,130,203,prone
42,131,213,prone
37,131,196,prone
38,130,188,prone
34,137,207,prone
42,131,207,prone
46,124,203,prone
52,126,212,prone
49,122,222,prone
42,125,211,prone
43,123,188,prone
42,125,213,prone
42,130,219,prone
48,129,199,prone
50,127,185,prone
40,132,198,prone
38,127,208,prone
42,128,209,prone
40,131,214,prone
39,128,190,prone
44,126,205,prone
39,130,226,prone
45,134,204,prone
51,140,200,prone
44,133,205,prone
42,127,229,prone
45,135,227,prone
44,129,207,prone
42,120,196,prone
25,118,184,prone
23,117,221,prone
23,123,191,prone
13,121,218,prone
23,124,193,prone
36,126,192,prone
39,128,187,prone
33,124,204,prone
30,124,201,prone
53,122,215,prone
55,127,210,prone
66,136,211,prone
65,134,196,prone
66,136,187,prone
57,141,211,prone
55,132,210,prone
37,131,192,prone
42,134,187,prone
35,134,197,prone
45,132,203,prone
42,133,188,prone
37,134,199,prone
32,140,202,prone
32,138,204,prone
44,137,178,prone
32,137,205,prone
26,131,216,prone
37,136,189,prone
37,134,201,prone
29,132,199,prone
36,136,189,prone
35,144,192,prone
29,143,190,prone
27,138,197,prone
34,137,220,prone
36,135,211,prone
32,138,210,prone
36,134,220,prone
38,131,197,prone
31,136,193,prone
31,139,202,prone
39,134,203,prone
39,132,199,prone
38,136,193,prone
35,135,192,prone
35,140,196,prone
35,136,209,prone
40,140,201,prone
32,140,197,prone
39,136,194,prone
35,137,192,prone
28,139,202,prone
29,140,198,prone
28,136,194,prone
20,139,207,prone
30,137,206,prone
29,136,209,prone
29,140,204,prone
35,139,195,prone
31,141,190,prone
31,139,189,prone
31,135,194,prone
32,139,193,prone
32,139,205,prone
31,142,198,prone
27,144,199,prone
32,143,203,prone
35,140,193,prone
31,141,194,prone
34,137,194,prone
28,140,200,prone
29,137,206,prone
31,137,197,prone
28,143,197,prone
30,138,194,prone
35,142,195,prone
31,139,200,prone
31,140,188,prone
30,137,192,prone
31,139,195,prone
29,137,203,prone
35,137,210,prone
29,140,193,prone
27,144,199,prone
27,140,199,prone
26,139,205,prone
29,139,195,prone
29,136,204,prone
33,134,196,prone
26,138,202,prone
31,138,205,prone
27,135,205,prone
30,135,197,prone
27,139,203,prone
29,136,197,prone
28,132,201,prone
27,135,206,prone
23,139,201,prone
28,135,209,prone
32,137,204,prone
21,138,207,prone
24,134,206,prone
26,135,206,prone
29,135,203,prone
26,134,218,prone
30,136,195,prone
27,137,194,prone
27,137,197,prone
21,137,208,prone
28,135,214,prone
31,133,198,prone
23,131,204,prone
29,136,200,prone
30,134,202,prone
26,135,190,prone
30,137,200,prone
30,137,206,prone
26,138,204,prone
28,137,216,prone
30,135,205,prone
36,135,201,prone
36,137,199,prone
26,135,199,prone
25,133,216,prone
25,130,206,prone
31,128,211,prone
28,129,206,prone
24,133,205,prone
19,132,210,prone
22,134,212,prone
33,131,200,prone
33,135,198,prone
27,133,204,prone
25,129,208,prone
29,132,206,prone
25,133,206,prone
24,135,211,prone
31,131,212,prone
27,136,213,prone
26,131,206,prone
22,131,197,prone
30,129,210,prone
27,132,207,prone
31,131,206,prone
25,130,222,prone
24,131,196,prone
29,132,210,prone
29,125,213,prone
30,126,205,prone
30,127,207,prone
24,132,203,prone
28,136,204,prone
25,127,216,prone
31,128,212,prone
26,127,208,prone
29,128,212,prone
30,130,195,prone
29,129,210,prone
32,127,214,prone
35,125,203,prone
25,128,207,prone
29,131,217,prone
33,127,210,prone
28,124,208,prone
19,126,214,prone
38,124,203,prone
34,124,205,prone
30,128,208,prone
25,131,221,prone
19,130,214,prone
27,133,226,prone
25,125,203,prone
23,119,212,prone
25,124,195,prone
17,127,211,prone
20,130,213,prone
26,129,208,prone
22,131,211,prone
20,126,203,prone
23,125,211,prone
22,128,193,prone
26,130,197,prone
22,126,216,prone
31,131,205,prone
24,128,214,prone
29,131,210,prone
30,126,208,prone
27,127,219,prone
26,130,201,prone
25,128,202,prone
29,133,204,prone
22,131,205,prone
26,132,200,prone
27,134,209,prone
27,130,206,prone
27,134,208,prone
20,131,208,prone
29,133,198,prone
20,133,207,prone
25,133,205,prone
27,134,200,prone
19,134,206,prone
26,131,212,prone
29,132,201,prone
22,138,196,prone
24,135,209,prone
29,135,202,prone
27,136,193,prone
25,135,204,prone
28,134,204,prone
24,136,210,prone
25,137,203,prone
27,138,195,prone
26,139,180,prone
19,138,209,prone
25,142,197,prone
26,140,197,prone
24,137,202,prone
27,136,200,prone
30,135,195,prone
38,136,194,prone
30,136,201,prone
29,142,191,prone
23,143,201,prone
29,138,207,prone
25,137,199,prone
34,136,192,prone
30,136,190,prone
