X,Y,Z,pos
-250,14,-17,lateral R
-250,16,-15,lateral R
-245,-10,-24,lateral R
-265,-2,-32,lateral R
-247,-5,-22,lateral R
-241,-2,-30,lateral R
-244,8,-33,lateral R
-233,14,-28,lateral R
-231,17,-35,lateral R
-233,19,-35,lateral R
-229,18,-34,lateral R
-244,9,-34,lateral R
-244,8,-32,lateral R
-243,3,-34,lateral R
-236,2,-37,lateral R
-232,-2,-37,lateral R
-233,5,-55,lateral R
-239,11,-51,lateral R
-239,10,-45,lateral R
-231,19,-46,lateral R
-232,21,-40,lateral R
-236,11,-46,lateral R
-235,8,-52,lateral R
-242,8,-49,lateral R
-235,3,-39,lateral R
-228,6,-49,lateral R
-233,12,-45,lateral R
-232,12,-45,lateral R
-232,12,-44,lateral R
-232,17,-36,lateral R
-234,16,-37,lateral R
-232,15,-46,lateral R
-237,10,-57,lateral R
-236,21,-37,lateral R
-233,21,-43,lateral R
-242,23,-42,lateral R
-228,22,-36,lateral R
-238,15,-43,lateral R
-243,18,-40,lateral R
-244,20,-40,lateral R
-241,19,-41,lateral R
-234,12,-39,lateral R
-244,11,-42,lateral R
-240,9,-40,lateral R
-239,11,-45,lateral R
-243,9,-42,lateral R
-232,2,-52,lateral R
-238,12,-44,lateral R
-227,6,-51,lateral R
-231,11,-35,lateral R
-235,11,-64,lateral R
-230,15,-40,lateral R
-236,10,-49,lateral R
-227,9,-54,lateral R
-243,12,-41,lateral R
-239,12,-52,lateral R
-235,13,-37,lateral R
-232,11,-45,lateral R
-236,11,-41,lateral R
-233,17,-38,lateral R
-235,20,-38,lateral R
-237,19,-36,lateral R
-242,12,-42,lateral R
-233,14,-32,lateral R
-235,14,-38,lateral R
-242,6,-51,lateral R
-246,8,-53,lateral R
-248,11,-48,lateral R
-235,7,-39,lateral R
-237,5,-50,lateral R
-231,9,-48,lateral R
-238,10,-49,lateral R
-234,16,-39,lateral R
-236,29,-56,lateral R
-233,28,-33,lateral R
-239,22,-51,lateral R
-242,17,-40,lateral R
-239,10,-49,lateral R
-243,13,-47,lateral R
-231,20,-49,lateral R
-224,24,-41,lateral R
-233,22,-45,lateral R
-231,19,-47,lateral R
-229,20,-53,lateral R
-228,29,-39,lateral R
-239,29,-48,lateral R
-232,27,-44,lateral R
-242,16,-41,lateral R
-234,16,-51,lateral R
-232,23,-49,lateral R
-231,17,-41,lateral R
-239,10,-53,lateral R
-243,13,-52,lateral R
-243,19,-51,lateral R
-233,19,-61,lateral R
-237,22,-52,lateral R
-233,27,-46,lateral R
-238,22,-43,lateral R
-228,14,-45,lateral R
-226,25,-35,lateral R
-235,25,-35,lateral R
-237,24,-40,lateral R
-240,31,-40,lateral R
-238,27,-47,lateral R
-231,27,-55,lateral R
-229,32,-39,lateral R
-230,31,-33,lateral R
-234,26,-38,lateral R
-224,20,-43,lateral R
-229,19,-29,lateral R
-226,23,-35,lateral R
-233,30,-41,lateral R
-241,27,-50,lateral R
-247,26,-47,lateral R
-241,25,-39,lateral R
-245,26,-35,lateral R
-246,19,-56,lateral R
-237,16,-65,lateral R
-232,12,-62,lateral R
-231,6,-66,lateral R
-227,10,-64,lateral R
-230,18,-65,lateral R
-225,17,-61,lateral R
-228,19,-49,lateral R
-233,6,-60,lateral R
-225,11,-47,lateral R
-226,13,-61,lateral R
-230,14,-43,lateral R
-234,16,-41,lateral R
-228,15,-33,lateral R
-247,22,-46,lateral R
-245,18,-47,lateral R
-242,16,-38,lateral R
-237,13,-38,lateral R
-220,6,-15,lateral R
-262,20,-51,lateral R
-246,18,-25,lateral R
-242,13,-16,lateral R
-229,3,-21,lateral R
-244,18,-15,lateral R
