X,Y,Z,pos
1,198,172,prone
0,203,167,prone
-1,199,161,prone
0,197,164,prone
0,194,155,prone
2,199,157,prone
-5,196,165,prone
1,204,174,prone
1,204,173,prone
1,201,167,prone
-2,198,163,prone
-3,196,155,prone
1,201,163,prone
3,201,165,prone
4,198,172,prone
0,197,164,prone
3,198,167,prone
1,195,161,prone
0,197,161,prone
3,201,164,prone
0,199,168,prone
-2,196,162,prone
-1,203,169,prone
-1,197,165,prone
-2,197,165,prone
0,199,162,prone
-2,199,162,prone
2,202,169,prone
0,195,163,prone
-4,200,165,prone
-16,204,164,prone
-16,197,166,prone
43,208,152,prone
14,204,171,prone
-9,195,187,prone
-24,196,175,prone
-15,198,158,prone
-3,192,168,prone
-6,203,150,prone
1,196,157,prone
4,200,159,prone
2,203,165,prone
-1,200,174,prone
1,147,239,prone
5,192,182,prone
2,186,183,prone
-1,187,168,prone
-6,184,177,prone
-4,191,158,prone
2,189,163,prone
4,189,171,prone
9,193,158,prone
0,200,177,prone
2,199,190,prone
1,190,190,prone
7,189,178,prone
5,195,175,prone
7,187,167,prone
6,180,167,prone
2,176,174,prone
4,186,186,prone
1,185,183,prone
7,199,188,prone
9,188,179,prone
5,199,172,prone
2,158,228,prone
12,171,148,prone
7,179,214,prone
11,175,163,prone
-6,170,203,prone
6,176,184,prone
8,178,187,prone
17,190,166,prone
9,168,175,prone
7,176,208,prone
17,187,182,prone
12,183,181,prone
14,186,191,prone
7,186,180,prone
11,181,187,prone
4,174,184,prone
6,169,191,prone
20,187,191,prone
24,187,192,prone
18,186,191,prone
12,175,192,prone
11,184,191,prone
11,183,187,prone
7,181,186,prone
11,178,190,prone
11,177,192,prone
22,170,191,prone
13,175,195,prone
20,170,196,prone
15,174,186,prone
16,176,201,prone
8,153,189,prone
5,157,183,prone
9,167,188,prone
10,164,196,prone
21,164,192,prone
34,166,201,prone
34,167,195,prone
34,173,193,prone
39,163,206,prone
28,165,221,prone
30,179,215,prone
20,174,205,prone
12,162,205,prone
7,158,208,prone
8,150,196,prone
8,156,197,prone
14,171,200,prone
13,166,196,prone
7,162,198,prone
7,161,200,prone
12,167,201,prone
5,167,194,prone
11,166,207,prone
12,170,195,prone
11,171,211,prone
19,174,206,prone
8,171,198,prone
12,167,200,prone
13,164,203,prone
15,174,208,prone
10,167,192,prone
6,162,202,prone
-2,164,192,prone
-3,162,188,prone
6,163,186,prone
7,170,194,prone
4,170,192,prone
2,174,190,prone
1,172,189,prone
0,168,186,prone
3,176,189,prone
2,176,189,prone
1,175,188,prone
-2,176,194,prone
0,180,188,prone
-4,181,182,prone
6,183,200,prone
0,181,182,prone
-5,179,178,prone
0,182,190,prone
3,185,192,prone
4,184,189,prone
2,180,189,prone
-1,181,179,prone
5,181,186,prone
-1,179,190,prone
0,179,186,prone
0,182,175,prone
7,184,194,prone
-1,182,183,prone
3,184,182,prone
-1,181,173,prone
-1,183,185,prone
4,185,188,prone
-2,182,176,prone
0,186,184,prone
4,183,184,prone
4,184,179,prone
0,183,179,prone
